"Cod birou electoral",Județ,Uat,Localitate,Secție,Nr,Tip,a,a1,a2,b,b1,b2,b3,c,d,e,f,h,i,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16
48,STRĂINĂTATE,MALAEZIA,"KUALA LUMPUR","KUALA LUMPUR - MALAEZIA",231,Europarlamentare,0,0,0,71,0,0,71,200,129,70,1,"AM GASIT IN URNA 71BULETINE DE VOT PENTRU AEP 2019, DAR UNUL DINTRE ACESTEA ERA IN ALB, NEUTILIZAT. A FOST ANULST PRESEDINTELE SV 231.",INTACTE,2,49,2,0,11,2,0,2,0,0,0,0,0,0,1,1
48,STRĂINĂTATE,MALTA,SLIEMA,"SLIEMA - MALTA",232,Europarlamentare,0,0,0,783,0,0,783,2500,1717,772,11,"LA NUMARAREA VOTURILOR S-A CONSTATAT CA NR DE BULETINE DE VOT AFLATE IN URNE ESTE MAI MARE DECAT NUMARUL PERSOANELOR SCRISE PE LISTELE SUPLIMENTARE., DIFERENTA FIIND DE 6 BULETINE. CHEIA VERIFICARII SE FACE CU INSUMAREA BULETINELOR FIZICE GASITE IN URNA. DUPA VERIFICAREA URNELOR DE LA REFERENDUM, AM CONSTATAT CA PERSOANELE DIN LISTELE SUPLIMENTARE SUNT MAI MULTE DECAT BULETINELE GASITE IN URNA, CEEA CE POATE INSEMNA CA PERSOANELE  DE LA A.E. 2019 AU FOST SCRISE PE LISTELE SUPLIMENTARE DE LA REFERENDUM",INTACTA,10,460,30,8,135,19,6,50,1,1,11,4,0,11,22,4
48,STRĂINĂTATE,MAROC,RABAT,"RABAT - MAROC",233,Europarlamentare,0,0,0,120,0,0,120,500,380,117,3,0,0,7,63,4,1,28,2,0,4,0,0,1,3,0,1,3,0
48,STRĂINĂTATE,MEXIC,"CIUDAD DE MEXICO","CIUDAD DE MEXICO - MEXIC",234,Europarlamentare,0,0,0,67,0,0,67,500,433,67,0,0,0,3,43,3,0,9,4,0,3,0,1,1,0,0,0,0,0
48,STRĂINĂTATE,"REPUBLICA MOLDOVA",BĂLȚI,"BĂLȚI - REPUBLICA MOLDOVA",235,Europarlamentare,0,0,0,737,0,0,737,2500,1763,732,5,0,0,48,100,33,2,259,5,4,216,4,5,5,8,1,2,36,4
48,STRĂINĂTATE,"REPUBLICA MOLDOVA",BĂLȚI,"BĂLȚI - REPUBLICA MOLDOVA",236,Europarlamentare,0,0,0,689,0,0,689,2000,1311,684,5,0,0,41,87,40,1,247,5,1,195,5,4,8,0,0,4,38,8
48,STRĂINĂTATE,"REPUBLICA MOLDOVA",UNGHENI,"UNGHENI - REPUBLICA MOLDOVA",237,Europarlamentare,0,0,0,1163,0,0,1163,2000,837,1158,5,"NU AU FOST",NORMALA,62,119,36,2,509,8,3,342,8,1,5,2,0,2,52,7
48,STRĂINĂTATE,"REPUBLICA MOLDOVA",SOROCA,"SOROCA - REPUBLICA MOLDOVA",238,Europarlamentare,0,0,0,668,0,0,668,2000,1332,662,6,-,INTACTA,83,46,27,2,173,2,4,239,5,2,10,2,1,0,64,2
48,STRĂINĂTATE,"REPUBLICA MOLDOVA",DROCHIA,"DROCHIA - REPUBLICA MOLDOVA",239,Europarlamentare,0,0,0,806,0,0,806,2000,1194,804,2,0,0,179,84,42,2,264,8,1,165,9,1,3,4,1,3,34,4
48,STRĂINĂTATE,"REPUBLICA MOLDOVA",EDINET,"EDINET - REPUBLICA MOLDOVA",240,Europarlamentare,0,0,0,737,0,0,737,2000,1263,733,4,0,INTACTE,131,65,25,4,203,4,2,213,6,9,3,1,2,3,58,4
48,STRĂINĂTATE,"REPUBLICA MOLDOVA",FĂLEȘTI,"FĂLEȘTI - REPUBLICA MOLDOVA",241,Europarlamentare,0,0,0,667,0,0,667,2000,1333,662,5,"NU ESTE CAZUL",INTACTA,251,41,23,2,181,4,2,103,5,1,3,1,1,1,42,1
48,STRĂINĂTATE,"REPUBLICA MOLDOVA",FLOREȘTI,"FLOREȘTI - REPUBLICA MOLDOVA",242,Europarlamentare,0,0,0,452,0,0,452,2000,1548,449,3,"NU E CAZUL",INTACTA,96,58,26,2,157,5,2,65,4,3,7,0,0,1,20,3
48,STRĂINĂTATE,"REPUBLICA MOLDOVA",TELENEȘTI,"TELENEȘTI - REPUBLICA MOLDOVA",243,Europarlamentare,0,0,0,1102,0,0,1102,2000,898,1084,18,"nu au fost incidente",intacta,318,70,30,3,398,7,4,172,8,13,7,0,0,0,52,2
48,STRĂINĂTATE,"REPUBLICA MOLDOVA",CHIȘINĂU,"CHIȘINĂU - REPUBLICA MOLDOVA",244,Europarlamentare,0,0,0,1371,0,0,1371,4000,2629,1354,17,"Nu au fost",INTACTE,45,168,49,4,517,9,4,433,2,0,6,3,4,5,99,6
48,STRĂINĂTATE,"REPUBLICA MOLDOVA",CHIȘINĂU,"CHIȘINĂU - REPUBLICA MOLDOVA",245,Europarlamentare,0,0,0,1450,0,0,1450,3000,1550,1398,52,"NU AU FOST",INTACTA,52,101,29,4,599,11,2,512,3,1,11,2,0,1,65,5
48,STRĂINĂTATE,"REPUBLICA MOLDOVA",CHIȘINĂU,"CHIȘINĂU - REPUBLICA MOLDOVA",246,Europarlamentare,0,0,0,2065,0,0,2065,3000,935,2041,24,"NU SUNT",INTEGRA,73,177,69,3,794,9,9,733,7,0,17,8,2,2,120,18
48,STRĂINĂTATE,"REPUBLICA MOLDOVA",CHIȘINĂU,"CHIȘINĂU - REPUBLICA MOLDOVA",247,Europarlamentare,0,0,0,1368,0,0,1368,3000,1641,1346,11,"POSIBIL CA BULETINELE SA NU FI FOST INTRODUSE IN URNA",INTACTA,51,113,29,5,592,12,5,404,10,6,16,9,2,1,84,7
48,STRĂINĂTATE,"REPUBLICA MOLDOVA",CHIȘINĂU,"CHIȘINĂU - REPUBLICA MOLDOVA",248,Europarlamentare,0,0,0,1254,0,0,1254,3005,1751,1248,6,0,0,60,163,35,1,456,5,0,426,1,0,3,3,2,0,79,14
48,STRĂINĂTATE,"REPUBLICA MOLDOVA",CHIȘINĂU,"CHIȘINĂU - REPUBLICA MOLDOVA",249,Europarlamentare,0,0,0,1422,0,0,1422,3000,1578,1416,6,0,0,71,215,46,4,457,11,3,512,6,1,4,0,0,3,72,11
48,STRĂINĂTATE,"REPUBLICA MOLDOVA",CHIȘINĂU,"CHIȘINĂU - REPUBLICA MOLDOVA",250,Europarlamentare,0,0,0,1425,0,0,1425,3000,1575,1416,9,"NU ESTE CAZUL",BUNA,74,141,38,2,540,6,1,491,4,2,6,5,1,7,93,5
48,STRĂINĂTATE,"REPUBLICA MOLDOVA",CHIȘINĂU,"CHIȘINĂU - REPUBLICA MOLDOVA",251,Europarlamentare,0,0,0,1152,0,0,1152,3000,1848,1141,11,0,INTACTE,58,132,38,2,481,3,4,332,4,3,3,1,3,2,65,10
48,STRĂINĂTATE,"REPUBLICA MOLDOVA",CHIȘINĂU,"CHIȘINĂU - REPUBLICA MOLDOVA",252,Europarlamentare,0,0,0,1292,0,0,1292,3000,1708,1286,6,"NU AU FOST FORMULATE CONTESTAȚII",INTACTĂ,46,181,47,2,469,7,4,431,1,0,0,1,2,3,79,13
48,STRĂINĂTATE,"REPUBLICA MOLDOVA",CHIȘINĂU,"CHIȘINĂU - REPUBLICA MOLDOVA",253,Europarlamentare,0,0,0,1058,0,0,1058,3000,1942,1057,1,0,0,27,147,24,0,419,0,0,364,0,0,5,2,0,1,60,8
48,STRĂINĂTATE,"REPUBLICA MOLDOVA",CHIȘINĂU,"CHIȘINĂU - REPUBLICA MOLDOVA",254,Europarlamentare,0,0,0,1141,0,0,1141,3500,2359,1123,18,0,0,45,165,28,0,410,4,4,394,0,3,4,0,0,1,54,11
48,STRĂINĂTATE,"REPUBLICA MOLDOVA",CHIȘINĂU,"CHIȘINĂU - REPUBLICA MOLDOVA",255,Europarlamentare,0,0,0,934,0,0,934,3000,2159,836,5,0,INTACTE,46,133,28,0,422,1,7,136,2,0,1,3,0,3,46,8
48,STRĂINĂTATE,"REPUBLICA MOLDOVA",DURLEȘTI,"DURLEȘTI - REPUBLICA MOLDOVA",256,Europarlamentare,0,0,0,1509,0,0,1509,3000,1491,1505,4,"NU E CAZUL",INTACTE,78,177,52,1,558,3,1,545,8,1,9,0,3,5,61,3
48,STRĂINĂTATE,"REPUBLICA MOLDOVA",HÂNCEȘTI,"HÂNCEȘTI - REPUBLICA MOLDOVA",257,Europarlamentare,0,0,0,1066,0,0,1066,1500,434,1041,25,"NU SUNT NICI INTIMPLARI NICI CONTESTATII",INTACTE,97,63,50,4,470,1,2,274,5,1,10,3,2,3,47,9
48,STRĂINĂTATE,"REPUBLICA MOLDOVA",IALOVENI,"IALOVENI - REPUBLICA MOLDOVA",258,Europarlamentare,0,0,0,1541,0,0,1541,3000,1459,1537,4,"NU ESTE CAZUL","SIGILIILE AU FOST INTACTE",200,79,46,2,556,7,0,551,5,0,6,0,4,0,76,5
48,STRĂINĂTATE,"REPUBLICA MOLDOVA",NISPORENI,"NISPORENI - REPUBLICA MOLDOVA",259,Europarlamentare,0,0,0,1183,0,0,1183,3000,1817,1168,15,"NU AU EXISTAT","IN REGULA",270,68,69,0,362,2,1,296,8,3,8,4,4,1,67,5
48,STRĂINĂTATE,"REPUBLICA MOLDOVA",ORHEI,"ORHEI - REPUBLICA MOLDOVA",260,Europarlamentare,0,0,0,1458,0,0,1458,2997,1539,1455,3,"nu au existat",intacte,90,112,54,2,619,7,2,417,6,0,6,5,0,1,121,13
48,STRĂINĂTATE,"REPUBLICA MOLDOVA",CĂUȘENI,"CĂUȘENI - REPUBLICA MOLDOVA",261,Europarlamentare,0,0,0,1205,0,0,1205,3000,1795,1193,12,"NU E CAZUL",INTACTE,162,71,50,4,492,11,1,276,4,0,5,4,0,2,101,10
48,STRĂINĂTATE,"REPUBLICA MOLDOVA","ANENII NOI","ANENII NOI - REPUBLICA MOLDOVA",262,Europarlamentare,0,0,0,886,0,0,886,3000,2114,882,4,"NU SUNT","SIGILII INTACTE",126,95,35,2,356,0,6,174,7,2,8,2,1,1,61,6
48,STRĂINĂTATE,"REPUBLICA MOLDOVA",BARDAR,"BARDAR - REPUBLICA MOLDOVA",263,Europarlamentare,0,0,0,1167,0,0,1167,3003,1836,1158,9,0,INTACTE,180,75,58,2,366,0,2,382,8,2,5,4,0,1,67,6
48,STRĂINĂTATE,"REPUBLICA MOLDOVA",CĂLĂRAȘI,"CĂLĂRAȘI - REPUBLICA MOLDOVA",264,Europarlamentare,0,0,0,1076,0,0,1076,3000,1924,1069,7,0,INTACTA,54,65,35,3,488,6,7,316,8,6,3,1,2,1,74,0
48,STRĂINĂTATE,"REPUBLICA MOLDOVA",CAHUL,"CAHUL - REPUBLICA MOLDOVA",265,Europarlamentare,0,0,0,1364,0,0,1364,3000,1636,1343,21,0,0,60,111,90,2,383,8,7,495,7,10,10,4,4,9,62,81
48,STRĂINĂTATE,"REPUBLICA MOLDOVA",CANTEMIR,"CANTEMIR - REPUBLICA MOLDOVA",266,Europarlamentare,0,0,0,659,0,0,659,3000,2341,657,2,0,0,73,55,52,0,190,5,0,212,2,1,7,1,1,0,39,19
48,STRĂINĂTATE,"REPUBLICA MOLDOVA",CIMIȘLIA,"CIMIȘLIA - REPUBLICA MOLDOVA",267,Europarlamentare,0,0,0,883,0,0,883,3000,2117,869,14,0,0,151,52,148,1,333,2,2,106,7,1,4,2,2,3,45,10
48,STRĂINĂTATE,"REPUBLICA MOLDOVA",GIURGIULEȘTI,"GIURGIULEȘTI - REPUBLICA MOLDOVA",268,Europarlamentare,0,0,0,312,0,0,312,3008,2687,311,1,0,0,20,30,17,2,70,5,2,94,1,2,6,1,0,1,16,44
48,STRĂINĂTATE,"REPUBLICA MOLDOVA",LEOVA,"LEOVA - REPUBLICA MOLDOVA",269,Europarlamentare,0,0,0,527,0,0,527,3000,2473,524,3,0,0,94,49,54,2,172,3,0,107,6,2,4,1,2,4,23,1
48,STRĂINĂTATE,"REPUBLICA MOLDOVA",CARABETOVCA,"CARABETOVCA - REPUBLICA MOLDOVA",270,Europarlamentare,0,0,0,195,0,0,195,3000,2805,190,5,0,0,45,24,8,0,46,1,0,35,0,2,0,0,3,0,26,0
48,STRĂINĂTATE,MUNTENEGRU,PODGORITA,"PODGORITA - MUNTENEGRU",271,Europarlamentare,0,0,0,76,0,0,76,500,424,75,1,"NU ESTE CAZUL","SIGILII INTACTE",8,37,3,0,12,5,0,6,0,0,3,0,0,1,0,0
48,STRĂINĂTATE,NORVEGIA,OSLO,"OSLO - NORVEGIA",272,Europarlamentare,0,0,0,1036,0,0,1036,3000,1964,1028,8,0,0,9,585,29,8,234,10,4,52,0,1,5,5,3,14,36,33
48,STRĂINĂTATE,NORVEGIA,BERGEN,"BERGEN - NORVEGIA",273,Europarlamentare,0,0,0,913,0,0,913,3000,2090,905,5,"IN URMA BUSCULADEI CARE A AVUT LOC IN ULTIMELE 30 MINUTE DE VOT, SE PARE CA TREI ALEGATORI NU AU INTRODUS BULETINELE DE VOT IN URNA, CI AU PLECAT CU ELE.",BUNA,8,519,20,6,187,11,2,56,2,2,5,9,1,7,17,53
48,STRĂINĂTATE,NORVEGIA,VATNE,"VATNE - NORVEGIA",274,Europarlamentare,0,0,0,873,0,0,873,3000,2127,858,15,0,0,11,423,52,10,183,39,3,54,7,7,11,3,4,19,29,3
48,STRĂINĂTATE,NORVEGIA,KRISTIANSAND,"KRISTIANSAND - NORVEGIA",275,Europarlamentare,0,0,0,435,0,0,435,3000,2565,434,1,"NU ESTE CAZUL","INTACTA, CORESPUNZATOARE",13,241,9,5,88,3,7,22,1,0,3,1,0,4,5,32
48,STRĂINĂTATE,NIGERIA,ABUJA,"ABUJA - NIGERIA",276,Europarlamentare,0,0,0,23,0,0,23,300,277,23,0,0,0,0,15,1,0,3,1,0,2,0,0,0,0,0,0,1,0
48,STRĂINĂTATE,OLANDA,HAGA,"HAGA - OLANDA",277,Europarlamentare,0,0,0,1253,0,0,1253,3000,1747,1225,5,"NU ESTE CAZUL",PERFECTA,9,801,32,10,222,13,6,59,2,1,7,5,1,18,26,13
48,STRĂINĂTATE,OLANDA,HAGA,"HAGA - OLANDA",278,Europarlamentare,0,0,0,1261,0,0,1261,3000,1739,1257,4,"NU A FOST CAZUL",PERFECTA,10,848,38,16,206,13,2,55,2,4,8,9,1,9,26,10
48,STRĂINĂTATE,OLANDA,DIEMEN,"DIEMEN - OLANDA",279,Europarlamentare,0,0,0,1826,0,0,1826,3000,1174,1786,8,"NU AU FOST",INTACTE,15,1252,33,24,257,15,10,78,8,0,4,7,5,19,50,9
48,STRĂINĂTATE,OLANDA,EINDHOVERN,"EINDHOVERN - OLANDA",280,Europarlamentare,0,0,0,1652,0,0,1652,3000,1348,1640,12,0,0,5,922,52,23,376,19,10,118,9,2,20,7,3,19,35,20
48,STRĂINĂTATE,OMAN,MUSCAT,"MUSCAT - OMAN",281,Europarlamentare,0,0,0,105,0,0,105,300,195,105,0,"NU ESTE CAZUL",INTACTA,0,70,7,0,19,1,1,4,0,0,0,0,0,0,3,0
48,STRĂINĂTATE,PAKISTAN,ISLAMABAD,"ISLAMABAD - PAKISTAN",282,Europarlamentare,0,0,0,13,0,0,13,200,187,13,0,"NU A FOST CAZUL",INTACTA,0,8,2,0,0,0,0,0,0,0,0,0,0,3,0,0
48,STRĂINĂTATE,PALESTINA,RAMALLAH,"RAMALLAH - PALESTINA",283,Europarlamentare,0,0,0,12,0,0,12,200,188,12,0,0,intacte,0,5,3,0,0,1,0,2,0,0,0,0,0,0,0,1
48,STRĂINĂTATE,PERU,LIMA,"LIMA - PERU",284,Europarlamentare,0,0,0,76,0,0,76,201,125,76,0,"NU ESTE CAZUL",INTACTA,3,37,7,0,14,2,0,6,0,0,1,0,0,2,2,2
48,STRĂINĂTATE,POLONIA,VARȘOVIA,"VARȘOVIA - POLONIA",285,Europarlamentare,0,0,0,544,0,0,544,2001,1457,539,5,"NU SUNT",INTACTA,22,370,20,5,54,11,1,23,2,0,3,1,0,6,15,6
48,STRĂINĂTATE,POLONIA,CRACOVIA,"CRACOVIA - POLONIA",286,Europarlamentare,0,0,0,338,0,0,338,1500,1162,338,0,"NU ESTE CAZUL",INTACTA,10,235,5,8,35,7,0,11,0,0,2,1,2,8,3,11
48,STRĂINĂTATE,POLONIA,WROCLAW,"WROCLAW - POLONIA",287,Europarlamentare,0,0,0,117,0,0,117,1500,1383,117,0,"NU ESTE CAZUL",INTACTA,3,75,3,0,27,1,0,3,0,0,2,0,0,1,2,0
48,STRĂINĂTATE,PORTUGALIA,LISABONA,"LISABONA - PORTUGALIA",288,Europarlamentare,0,0,0,854,0,0,854,2000,1146,837,17,"NU ESTE CAZUL",INTACTE,28,321,24,8,285,13,1,67,3,1,9,6,0,9,36,26
48,STRĂINĂTATE,PORTUGALIA,LISABONA,"LISABONA - PORTUGALIA",289,Europarlamentare,0,0,0,383,0,0,383,2000,1617,382,1,"Nu s-au inregistrat astfel de situatii",INTACTE,3,226,11,2,75,7,1,27,2,0,4,2,3,7,12,0
48,STRĂINĂTATE,PORTUGALIA,PORTO,"PORTO - PORTUGALIA",290,Europarlamentare,0,0,0,271,0,0,271,1400,1129,269,2,0,INTACTE,5,180,11,1,40,1,2,10,3,1,4,0,0,1,3,7
48,STRĂINĂTATE,PORTUGALIA,SETUBAL,"SETUBAL - PORTUGALIA",291,Europarlamentare,0,0,0,250,0,0,250,2000,1750,246,4,0,INTACTE,11,49,11,2,109,3,0,35,1,1,2,2,0,6,11,3
48,STRĂINĂTATE,PORTUGALIA,ALMANCIL,"ALMANCIL - PORTUGALIA",292,Europarlamentare,0,0,0,637,0,0,637,2000,1363,626,11,"NU ESTE CAZUL",BUNA,9,194,16,7,273,10,3,46,4,1,6,3,2,4,15,33
48,STRĂINĂTATE,QATAR,DOHA,"DOHA - QATAR",293,Europarlamentare,0,0,0,504,0,0,504,2500,1996,500,4,NU,INTACT,14,345,14,3,64,5,1,22,1,0,3,1,1,14,8,4
48,STRĂINĂTATE,"REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",LONDRA,"LONDRA - REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",294,Europarlamentare,0,0,0,2100,0,0,2100,8000,5900,2091,9,"Nu au existat contestatii.","Sigiliile au fost intacte.",12,1495,16,8,341,19,7,73,4,2,7,5,2,16,53,31
48,STRĂINĂTATE,"REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",LONDRA,"LONDRA - REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",295,Europarlamentare,0,0,0,1767,0,0,1767,8000,6233,1761,6,0,0,22,1015,24,5,396,13,1,88,3,0,10,10,1,14,79,80
48,STRĂINĂTATE,"REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",LONDRA/BRENT,"LONDRA/BRENT - REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",296,Europarlamentare,0,0,0,2558,0,0,2558,8000,5442,2509,49,"NU AU EXISTAT CONTENSTATII DEPUSE. AGLOMERATIE LA INCHIDEREA SECTIEI A FOST NECESSRA INTERVENTIA FORTELOR DE ORDINE PENTRU ELIBERAREA ZONEI S-AU CONSTATAT MINORE STRICACIUNI SI 13H A FOST EXTINS TIMPUL DE NUMARARE A VOTURILOR","FOARTE BUNA",13,1161,46,18,846,34,11,157,12,0,22,28,7,30,83,41
48,STRĂINĂTATE,"REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",LONDRA/STRATFORD,"LONDRA/STRATFORD - REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",297,Europarlamentare,0,0,0,2083,0,0,2083,8000,5925,2037,23,0,BUNA,10,1003,35,15,713,6,10,97,2,4,10,10,8,14,76,24
48,STRĂINĂTATE,"REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",LONDRA/HARROW,"LONDRA/HARROW - REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",298,Europarlamentare,0,0,0,2435,0,0,2435,8000,5579,2411,10,"S A CONSTATAT LIPSA A 20 BULETINE DE VOT",INTACTE,11,1084,32,22,801,23,9,174,10,0,13,18,7,28,67,112
48,STRĂINĂTATE,"REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",LONDRA/STREATHAM,"LONDRA/STREATHAM - REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",299,Europarlamentare,0,0,0,1970,0,0,1970,8000,6030,1948,8,"PREZENTA LA VOT A FOST PESTE CAPACITATEA COMISIEI CU NUMAR MAXIM DE MEMBRII SI STAMPILE, APR. 3500-4000 DE PERSOANE, CEEA CE A DETERMINAT NEMULTUMIRE SI INVADAREA SECTIEI DE VOTARE CU APROXIMATIV O JUMATATE DE ORA INAINTE DE INCHIDEREA OFICIALA A SECTIEI. IN SECTIE SE AFLAU APROX. 120 DE PERSOANE CARE AU REFUZAT SA PARASEASCA SECTIA DE VOTARE LA ORA 21. SECTIA A FOST INCHISA CU AJUTORUL POLITIEI IN CURSUL OREI 22:00. AVAND IN VEDERE CA PERSOANELE DIN INCINTA AU FOST AGRESIVE, SOLICITAND DREPTUL NEINGRADIT LA VOT, INCLUSIV DUPA ORA 21:30, CAND S-A RESTRICTIONAT ACCESUL LA TABLETA DE CATRE STS. DATORITA AGRESIVITATII ACESTORA S-A PROCEDAT LA PERMITEREA EXCEPTIONALA A INSCRIERII PE LISTELE SUPLIMENTARE SI A EXERCITARII DREPTULUI LA VOT. DATORITA NUMARULUI EXCESIV DE MARE A PERSOANELOR CARE SOLICITAU IN MOD AGRESIV VOTAREA S-A DEPASIT LIMITA DE SECURITATE SI CONFIDENTIALITATE A PROCESULUI DE VOTARE, LUAND CU ASALT MESELE LA CARE LUCRAU MEMBRII COMISIEI SI OPERATORII TABLETELOR. IN CURSUL ORELOR 16:30, UN VOTANT A SCAPAT STAMPILA DE VOTARE IN URNA DE VOTARE, CEEA CE A REDUS CAPACITATEA DE PRELUARE A VOTANTILOR.",0,9,1175,35,13,430,29,5,101,7,0,9,7,3,19,75,31
48,STRĂINĂTATE,"REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",LONDRA/BARKING,"LONDRA/BARKING - REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",300,Europarlamentare,0,0,0,2393,0,0,2393,8000,5607,2362,31,0,INTACTE,19,1190,35,24,717,32,10,138,11,2,14,13,2,27,94,34
48,STRĂINĂTATE,"REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",LONDRA/SLOUGH,"LONDRA/SLOUGH - REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",301,Europarlamentare,0,0,0,2050,0,0,2050,8000,5950,2033,17,"DATORITA FLUXULUI DIN SECTIE A LIPSIT UN BULETIN DE VOT FATA DE NUMARUL ALEGATORILORN DIN LISTE. DE ASEMENEA, O STAMPILA A CAZUT IN URNA DE UN ALEGATOR SI A A FOST RECUPERATA LA DESCHIDERA URNELOR DUPA INCHIDEREA SECTIEI. A FOST NEVOIE DE POLITIE PENTRU INCHIDERAEA SECTIEI.",INTACTE,7,1170,29,18,535,15,4,98,7,6,16,9,3,27,56,33
48,STRĂINĂTATE,"REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",PLYMOUTH,"PLYMOUTH - REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",302,Europarlamentare,0,0,0,1170,0,0,1170,7000,5830,1165,5,0,0,9,580,25,14,309,19,7,79,3,1,13,14,0,17,63,12
48,STRĂINĂTATE,"REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",PORTSMOUTH,"PORTSMOUTH - REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",303,Europarlamentare,0,0,0,1184,0,0,1184,7000,5816,1179,5,0,0,3,752,18,6,247,7,6,54,4,1,7,2,3,10,46,13
48,STRĂINĂTATE,"REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",BRISTOL,"BRISTOL - REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",304,Europarlamentare,0,0,0,1690,0,0,1690,7000,5310,1675,15,0,CONFORMA,12,989,39,15,363,14,7,59,4,3,11,12,2,33,60,52
48,STRĂINĂTATE,"REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",LUTON,"LUTON - REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",305,Europarlamentare,0,0,0,2623,0,0,2623,8000,5377,2602,21,0,0,14,1214,32,32,816,26,12,150,11,8,35,20,6,26,101,99
48,STRĂINĂTATE,"REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",COLCHESTER,"COLCHESTER - REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",306,Europarlamentare,0,0,0,1250,0,0,1250,7000,5750,1241,9,"NU AU EXISTAT",INTACTE,12,699,28,14,302,15,4,67,5,2,12,17,0,20,34,10
48,STRĂINĂTATE,"REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",NORTHAMPTON,"NORTHAMPTON - REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",307,Europarlamentare,0,0,0,2110,0,0,2110,6000,3890,2101,9,0,0,19,1119,41,23,558,19,7,99,11,1,20,15,6,30,108,25
48,STRĂINĂTATE,"REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",BIRMINGHAM,"BIRMINGHAM - REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",308,Europarlamentare,0,0,0,1558,0,0,1558,5000,3442,1550,8,0,0,8,893,27,16,340,10,1,75,15,1,16,9,5,15,98,21
48,STRĂINĂTATE,"REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",PETERBOROUGH,"PETERBOROUGH - REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",309,Europarlamentare,0,0,0,1712,0,0,1712,5000,3288,1707,5,0,0,17,841,44,15,496,17,7,67,9,3,21,8,6,33,65,58
48,STRĂINĂTATE,"REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",LEICESTER,"LEICESTER - REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",310,Europarlamentare,0,0,0,1664,0,0,1664,4000,2336,1653,11,"NU SUNT",BUNE,10,912,39,12,409,18,3,83,4,3,22,9,5,33,59,32
48,STRĂINĂTATE,"REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",NOTTINGHAM,"NOTTINGHAM - REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",311,Europarlamentare,0,0,0,1717,0,0,1717,4000,2283,1694,23,0,0,19,894,48,21,411,15,3,80,18,4,16,14,5,23,98,25
48,STRĂINĂTATE,"REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",LIVERPOOL,"LIVERPOOL - REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",312,Europarlamentare,0,0,0,1022,0,0,1022,4000,2984,1008,8,0,"SIGILIU INTACT",4,551,23,9,251,13,1,63,4,1,4,4,1,20,51,8
48,STRĂINĂTATE,"REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",MANCHESTER,"MANCHESTER - REGATUL UNIT AL MARII BRITANII ŞI IRLANDEI DE NORD",313,Europarlamentare,0,0,0,1887,0,0,1887,6000,4113,1872,15,0,0,11,1210,26,13,333,26,3,82,4,2,17,16,1,32,63,33
