"Cod birou electoral",Județ,Uat,Localitate,Secție,Nr,Tip,a,a1,a2,b,b1,b2,b3,c,d,e,f,h,i,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16
48,STRĂINĂTATE,SUA,"GEORGIA, LILBURN","GEORGIA, LILBURN - SUA",408,Europarlamentare,0,0,0,460,0,0,460,2501,2041,453,7,"NU AU FOST INTAMPINARI SAU CONTESTATII",BUNA,11,191,8,8,122,4,1,36,0,0,2,1,4,0,20,45
48,STRĂINĂTATE,SUA,"NEW YORK, NEW YORK","NEW YORK, NEW YORK - SUA",409,Europarlamentare,0,0,0,1108,0,0,1108,6000,4892,1097,11,"NU ESTE CAZUL",INTACTA,38,664,29,2,213,25,3,62,2,0,5,8,2,6,16,22
48,STRĂINĂTATE,SUA,"PHILADELPHIA, PENNSYLVANIA","PHILADELPHIA, PENNSYLVANIA - SUA",410,Europarlamentare,0,0,0,267,0,0,267,2500,2233,267,0,"NU ESTE CAZUL",BUNA,9,167,6,3,49,5,0,20,0,0,0,0,0,2,0,6
48,STRĂINĂTATE,SUA,"BOSTON, MASSACHUSETTS","BOSTON, MASSACHUSETTS - SUA",411,Europarlamentare,0,0,0,380,0,0,380,2400,2020,379,1,0,0,9,257,6,9,67,4,0,11,0,0,0,2,0,6,4,4
48,STRĂINĂTATE,SUA,"CONNECTICUT, PLAINVILLE","CONNECTICUT, PLAINVILLE - SUA",412,Europarlamentare,0,0,0,83,0,0,83,2501,2418,83,0,"NU EXISTA","LA FEL CA LA INCEPUTUL VOTARII INTACTA",3,47,0,0,24,2,0,4,1,0,0,0,0,0,0,2
48,STRĂINĂTATE,SUA,"NEW JERSEY, ENGLEWOOD","NEW JERSEY, ENGLEWOOD - SUA",413,Europarlamentare,0,0,0,144,0,0,144,2500,2356,144,0,0,0,1,102,1,1,25,3,0,8,1,0,0,0,0,1,0,1
48,STRĂINĂTATE,SUA,"WASHINGTON DC","WASHINGTON DC - SUA",414,Europarlamentare,0,0,0,614,0,0,614,2500,1886,610,4,"NU ESTE CAZUL",INTACTA,30,356,35,8,116,12,0,27,0,0,2,1,1,10,5,7
48,STRĂINĂTATE,SUA,"CHARLOTTE, CAROLINA DE NORD","CHARLOTTE, CAROLINA DE NORD - SUA",415,Europarlamentare,0,0,0,160,0,0,160,2500,2340,160,0,"N\A",BUNA,2,76,0,0,35,3,1,6,0,0,3,1,0,1,3,29
48,STRĂINĂTATE,SUA,"CLEVELAND, OHIO","CLEVELAND, OHIO - SUA",416,Europarlamentare,0,0,0,234,0,0,234,2500,2265,233,1,"NU E CAZUL",INTACTE,13,91,5,1,82,5,0,13,0,0,3,2,0,2,3,13
48,STRĂINĂTATE,SUDAN,KHARTOUM,"KHARTOUM - SUDAN",417,Europarlamentare,0,0,0,12,0,0,12,100,88,10,2,"NU E CAZUL",BUNA,1,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0
48,STRĂINĂTATE,SUEDIA,STOCKHOLM,"STOCKHOLM - SUEDIA",418,Europarlamentare,0,0,0,1376,0,0,1376,3000,1634,1350,7,"SUNT NECONCORDANTE, SE VOR DETALIA IN PV SEMNAT",INTACTE,18,907,29,11,202,10,1,68,4,0,6,3,3,11,62,15
48,STRĂINĂTATE,SUEDIA,GÖTEBORG,"GÖTEBORG - SUEDIA",419,Europarlamentare,0,0,0,1364,0,0,1364,3000,1636,1358,6,"NU AU EXISTAT",CORESPUNZATOARE,21,743,50,11,263,30,3,110,4,2,22,10,3,18,30,38
48,STRĂINĂTATE,SUEDIA,MALMÖ,"MALMÖ - SUEDIA",420,Europarlamentare,0,0,0,1059,0,0,1059,3000,1941,1044,8,"NU AM AVUT CONTESTATII!","FOARTE BUNA",18,655,14,13,219,14,6,42,6,0,7,3,3,15,21,8
48,STRĂINĂTATE,SUEDIA,SOLVERSBORG,"SOLVERSBORG - SUEDIA",421,Europarlamentare,0,0,0,377,0,0,377,2200,1823,375,2,NU,INTACTA,5,178,6,3,102,6,0,26,1,1,6,1,1,3,9,27
48,STRĂINĂTATE,"REGATUL THAILANDEI",BANGKOK,"BANGKOK - REGATUL THAILANDEI",422,Europarlamentare,0,0,0,81,0,0,81,1000,919,81,0,"NU AVEM",INTACTE,1,59,1,0,9,2,0,1,0,0,1,0,0,1,2,4
48,STRĂINĂTATE,TUNISIA,TUNIS,"TUNIS - TUNISIA",423,Europarlamentare,0,0,0,91,0,0,91,500,409,89,2,0,0,11,38,9,0,10,4,1,8,1,1,0,2,0,2,2,0
48,STRĂINĂTATE,TURCIA,IZMIR,"IZMIR - TURCIA",424,Europarlamentare,0,0,0,123,0,0,123,500,377,122,1,O,"PERFECTA STARE",10,67,9,0,22,2,1,5,1,1,0,0,0,1,1,2
48,STRĂINĂTATE,TURCIA,ISTANBUL,"ISTANBUL - TURCIA",425,Europarlamentare,0,0,0,221,0,0,221,1000,779,220,1,"NU ESTE CAZUL",INTACTE,28,100,16,2,41,3,1,12,0,0,2,0,0,3,6,6
48,STRĂINĂTATE,TURCIA,ISTANBUL,"ISTANBUL - TURCIA",426,Europarlamentare,0,0,0,466,0,0,466,1000,534,462,4,"NU A FOST CAZUL",OK,23,260,20,10,87,6,2,25,4,0,3,4,1,6,9,2
48,STRĂINĂTATE,TURCIA,ANKARA,"ANKARA - TURCIA",427,Europarlamentare,0,0,0,139,0,0,139,1000,861,138,1,"NU ESTE CAZUL",INTACTA,12,73,12,0,13,3,0,11,1,3,1,0,0,1,6,2
48,STRĂINĂTATE,TURKMENISTAN,ASHABAT,"ASHABAT - TURKMENISTAN",428,Europarlamentare,0,0,0,16,0,0,16,200,184,15,1,0,0,1,9,0,0,2,0,0,2,0,0,0,0,1,0,0,0
48,STRĂINĂTATE,UCRAINA,KIEV,"KIEV - UCRAINA",429,Europarlamentare,0,0,0,121,0,0,121,500,379,118,3,"NU ESTE CAZUL",INTACTE,8,75,4,0,16,2,0,4,1,0,1,2,1,4,0,0
48,STRĂINĂTATE,UCRAINA,ODESA,"ODESA - UCRAINA",430,Europarlamentare,0,0,0,54,0,0,54,300,246,54,0,0,0,1,26,5,1,13,1,0,3,0,0,0,0,0,3,1,0
48,STRĂINĂTATE,UCRAINA,CERNĂUŢI,"CERNĂUŢI - UCRAINA",431,Europarlamentare,0,0,0,244,0,0,244,1000,756,241,3,0,0,141,22,10,0,19,4,0,14,0,0,0,1,0,1,12,17
48,STRĂINĂTATE,UCRAINA,SOLOTVINO,"SOLOTVINO - UCRAINA",432,Europarlamentare,0,0,0,29,0,0,29,500,471,29,0,"NU ESTE CAZUL.",INTACTA.,8,4,2,1,5,1,0,7,0,0,0,0,0,0,1,0
48,STRĂINĂTATE,UNGARIA,GYULA,"GYULA - UNGARIA",433,Europarlamentare,0,0,0,84,0,0,84,3000,2916,83,1,"NU ESTE CAZUL",INTACTE,7,25,3,24,12,3,1,3,0,0,0,0,0,1,0,4
48,STRĂINĂTATE,UNGARIA,BUDAPESTA,"BUDAPESTA - UNGARIA",434,Europarlamentare,0,0,0,941,0,0,941,3000,2059,927,14,0,0,17,447,18,251,136,11,0,14,2,1,2,1,1,5,17,4
48,STRĂINĂTATE,UNGARIA,BUDAPESTA,"BUDAPESTA - UNGARIA",435,Europarlamentare,0,0,0,833,0,0,833,3000,2167,824,9,"NU SUNT","FOARTE BUNA",9,398,22,199,120,18,1,30,2,0,3,3,3,4,10,2
48,STRĂINĂTATE,UNGARIA,SZEGED,"SZEGED - UNGARIA",436,Europarlamentare,0,0,0,119,0,0,119,3000,2881,118,1,0,"IN STARE NEDETERIORATA",17,46,3,39,7,0,0,2,0,0,0,0,0,1,1,2
48,STRĂINĂTATE,URUGUAY,MONTEVIDEO,"MONTEVIDEO - URUGUAY",437,Europarlamentare,0,0,0,30,0,0,30,100,70,29,1,0,0,4,17,0,0,2,4,0,0,0,0,0,0,0,0,0,2
48,STRĂINĂTATE,UZBEKISTAN,TAȘKENT,"TAȘKENT - UZBEKISTAN",438,Europarlamentare,0,0,0,10,0,0,10,100,90,10,0,"NU AU FOST INTAMPINARI SI NICI CONTESTATII",INTACTA,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,STRĂINĂTATE,VENEZUELA,CARACAS,"CARACAS - VENEZUELA",439,Europarlamentare,0,0,0,32,0,0,32,100,68,32,0,"NU E CAZUL",INTACTE,0,7,0,0,24,1,0,0,0,0,0,0,0,0,0,0
48,STRĂINĂTATE,VIETNAM,HANOI,"HANOI - VIETNAM",440,Europarlamentare,0,0,0,58,0,0,58,99,41,58,0,"NU A FOST CAZUL.",INTACTA,7,36,1,1,5,2,0,1,0,0,1,2,1,1,0,0
48,STRĂINĂTATE,ZIMBABWE,HARARE,"HARARE - ZIMBABWE",441,Europarlamentare,0,0,0,4,0,0,4,98,94,4,0,"NU AU EXISTAT CONTESTATII","SIGILILE AU FOST INTACTE",1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
