object_id,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,name,county,Longitude,Latitude,pred_absolute,pred_percent,pred_party
443,388,55,77,2,294,65,7,25,7,2,6,4,2,9,21,11,Broscăuți,Botoșani,26.477314,47.9551811,388,39.79,g1
444,650,104,135,1,303,25,7,29,4,6,2,5,2,6,11,13,Broșteni,Mehedinți,22.9749317,44.74359129999999,650,49.88,g1
445,555,267,437,24,585,85,22,97,20,15,19,12,4,30,34,34,Broșteni,Suceava,25.6241665,47.217597999999995,585,26.12,g5
446,227,60,44,2,424,18,6,29,2,2,1,4,2,2,7,3,Broșteni,Vrancea,27.006698600000004,45.7650261,424,50.9,g5
447,32,29,10,3,125,18,0,18,0,2,1,0,2,0,1,3,Bruiu,Sibiu,24.6874905,45.8670654,125,51.23,g5
448,569,143,64,39,534,68,12,23,6,3,3,9,1,1,5,82,Brusturi,Bihor,22.2785244,47.141651200000005,569,36.43,g1
449,516,125,88,10,281,48,18,32,5,5,10,5,3,19,18,7,Brusturi,Neamț,26.33885,47.285549200000005,516,43.36,g1
450,311,74,57,13,332,29,7,35,8,7,4,12,1,7,11,6,Brusturoasa,Bacău,26.202478399999997,46.569053600000004,332,36.32,g5
451,687,162,121,10,390,68,24,64,12,9,17,13,2,25,23,66,Bucecea,Botoșani,26.4502716,47.7696266,687,40.58,g1
452,84,70,15,130,526,15,4,35,3,6,1,0,0,4,1,17,Bucerdea Grânoasă,Alba,23.8538857,46.2116203,526,57.74,g5
453,442,54,30,10,188,23,5,17,2,3,5,0,2,4,5,1,Buceș,Hunedoara,22.9908295,46.180687,442,55.88,g1
454,373,80,89,6,272,30,8,43,3,2,1,8,0,0,1,18,Buchin,Caraș-Severin,22.1841431,45.3413544,373,39.94,g1
455,227,29,87,1,240,42,4,28,3,1,2,5,0,3,2,0,Bucinișu,Olt,24.276370999999997,43.939372999999996,240,35.61,g5
456,325,48,22,5,239,22,2,18,4,5,2,3,0,5,0,5,Bucium,Alba,23.170566600000004,46.256069200000006,325,46.1,g1
457,522,270,141,15,467,35,18,225,7,6,9,11,3,11,13,4,Buciumeni,Dâmbovița,25.463644,45.165954600000006,522,29.71,g1
458,394,44,35,7,221,51,4,42,7,1,5,13,0,2,10,1,Buciumeni,Galați,27.315527000000003,46.0038872,394,47.07,g1
459,772,137,52,15,180,30,6,39,8,6,15,6,7,4,9,6,Buciumi,Bacău,26.791564899999997,46.2033195,772,59.75,g1
460,248,201,48,8,423,66,13,24,4,3,6,2,1,3,7,76,Buciumi,Sălaj,23.021471,47.0349388,423,37.33,g5
461,110,47,730,1,220,5,28,9,2,0,3,2,0,2,0,9,Bucoșnița,Caraș-Severin,22.215785999999998,45.2974091,730,62.5,g3
462,952,265,91,16,535,270,10,89,10,5,5,7,4,14,14,10,Bucovăț,Dolj,23.6853065,44.28545,952,41.45,g1
463,144,315,57,16,345,32,7,76,5,3,5,19,6,9,15,37,Bucovăț,Timiș,21.4038525,45.753006,345,31.62,g5
464,756,1186,198,26,1777,284,22,197,21,17,22,19,10,48,64,81,Bucov,Prahova,26.086277,44.9870682,1777,37.58,g5
465,768,311,344,22,838,45,25,128,11,13,17,10,0,25,28,20,Bucșani,Dâmbovița,25.6533203,44.877078999999995,838,32.17,g5
466,599,124,81,9,324,243,6,44,5,3,6,3,2,8,14,1,Bucșani,Giurgiu,25.6537895,44.3586655,599,40.69,g1
467,159,150,71,9,181,52,3,89,11,9,8,12,3,14,17,2,Bucu,Ialomița,27.490856199999996,44.6193924,181,22.91,g5
468,240,66,21,14,157,428,2,28,4,0,2,1,0,3,2,3,Bucureșci,Hunedoara,22.9470387,46.1191292,428,44.08,g6
469,19636,52540,7412,474,20535,5850,679,10978,380,225,698,657,369,1489,2197,1288,București Sectorul 1,București,26.0617008,44.491642,52540,41.9,g2
470,27384,64449,11059,629,26415,7313,927,12960,602,382,1040,1168,466,2310,3078,1587,București Sectorul 2,București,26.1397266,44.458461799999995,64449,39.84,g2
471,31029,81569,13697,658,29221,7473,1181,15443,627,452,1346,1255,577,2902,3993,1890,București Sectorul 3,București,26.1705494,44.4182549,81569,42.2,g2
472,24102,57608,10754,531,22717,5614,930,11367,538,370,1144,1015,500,2190,3009,1516,București Sectorul 4,București,26.1241932,44.382206,57608,40.03,g2
473,22647,40258,8928,534,19560,4755,667,9888,470,622,1017,1009,395,1779,2514,1506,București Sectorul 5,București,26.063812300000002,44.4024773,40258,34.54,g2
474,29662,79645,11790,591,27504,7108,1024,14682,544,435,1295,1433,580,2737,3861,2003,București Sectorul 6,București,26.0199451,44.429039,79645,43.08,g2
475,556,34,60,10,248,66,5,19,6,2,2,3,0,4,8,0,Buda,Buzău,26.894609499999998,45.493446399999996,556,54.35,g1
476,467,118,34,10,650,51,16,53,11,10,6,4,3,8,5,13,Budacu de Jos,Bistrița-Năsăud,24.5272598,47.084236100000005,650,44.55,g5
477,662,321,194,10,470,88,14,86,5,6,9,10,4,14,19,6,Budeasa,Argeș,24.805955899999997,44.9540443,662,34.52,g1
478,155,89,22,14,334,27,4,46,3,4,7,3,1,3,2,4,Budești,Bistrița-Năsăud,24.2349167,46.8357658,334,46.52,g5
479,591,132,179,9,714,466,10,69,11,7,12,12,1,11,13,8,Budești,Călărași,26.381424,44.2467079,714,31.8,g5
480,276,121,28,7,478,29,3,95,4,3,0,83,2,3,6,4,Budești,Maramureș,23.9578686,47.7071152,478,41.86,g5
481,543,413,153,19,978,51,12,112,16,10,19,19,4,16,28,13,Budești,Vâlcea,24.3697205,45.041908299999996,978,40.65,g5
482,200,85,29,353,740,26,7,36,3,2,8,9,4,10,10,7,Budila,Brașov,25.8618355,45.646350899999995,740,48.4,g5
483,463,171,64,14,353,49,10,33,2,4,5,3,2,6,5,29,Budureasa,Bihor,22.7192574,46.65828320000001,463,38.17,g1
484,17,8,7,719,19,4,1,2,0,0,0,0,1,0,0,0,Buduslău,Bihor,22.247646300000003,47.3927841,719,92.42,g4
485,450,27,22,2,50,6,1,17,5,0,0,0,0,1,3,4,Buești,Ialomița,27.1850777,44.5214691,450,76.53,g1
486,1848,2321,608,50,2599,296,42,730,30,34,73,81,32,132,216,105,Buftea,Ilfov,25.9509926,44.555336,2599,28.26,g5
487,332,157,93,8,313,36,6,92,7,4,12,8,12,11,9,6,Bughea de Jos,Argeș,24.9950962,45.275341,332,30.02,g1
488,327,83,45,4,722,33,5,49,4,3,6,3,5,5,13,7,Bughea de Sus,Argeș,25.0348396,45.335743,722,54.95,g5
489,245,328,58,24,503,54,10,92,23,6,17,7,7,22,17,15,Buhoci,Bacău,27.023599600000004,46.575874299999995,503,35.22,g5
490,1864,784,509,41,1572,227,44,277,24,20,63,39,22,125,99,59,Buhuși,Bacău,26.704410600000003,46.7339211,1864,32.31,g1
491,324,39,21,3,130,30,5,40,2,1,4,3,1,3,4,1,Bujoreni,Teleorman,25.6592922,44.1338997,324,53.03,g1
492,434,369,124,18,550,134,16,138,16,10,19,8,5,20,10,10,Bujoreni,Vâlcea,24.351261100000002,45.1620674,550,29.24,g5
493,209,18,25,1,308,19,4,28,3,0,3,2,1,6,3,2,Bujoru,Teleorman,25.5705166,43.726879100000005,308,48.73,g5
494,473,67,37,5,193,53,1,33,3,1,1,0,3,2,6,5,Bulbucata,Giurgiu,25.803886399999996,44.2768173,473,53.57,g1
495,446,90,47,5,553,15,2,31,7,3,3,0,1,2,14,42,Bulz,Bihor,22.6593018,46.830444299999996,553,43.85,g5
496,609,51,30,7,127,38,2,21,4,3,0,1,2,2,2,1,Bulzești,Dolj,23.8753033,44.576946299999996,609,67.67,g1
497,97,13,10,1,59,9,4,13,2,1,1,0,0,0,0,0,Bulzeștii de Sus,Hunedoara,22.794445,46.2963333,97,46.19,g1
498,990,376,441,21,653,231,36,177,12,13,34,11,1,43,29,29,Bumbești-Jiu,Gorj,23.3865204,45.2261963,990,31.97,g1
499,310,105,61,5,382,22,9,48,6,4,1,3,0,2,3,1,Bumbești-Pițic,Gorj,23.709054899999998,45.1224251,382,39.71,g5
500,320,79,33,7,212,47,8,20,10,6,1,4,0,4,4,2,Bunești-Averești,Vaslui,27.9717007,46.799110399999996,320,42.27,g1
501,136,187,25,8,337,39,6,24,3,2,5,6,1,4,6,3,Bunești,Brașov,25.061586399999996,46.095802299999995,337,42.55,g5
502,284,77,44,7,269,19,6,34,2,6,4,4,0,18,4,47,Bunești,Suceava,26.3254566,47.510334,284,34.42,g1
503,421,135,77,6,235,34,9,56,9,1,8,0,1,7,8,9,Bunești,Vâlcea,24.2107735,45.108783700000004,421,41.44,g1
504,51,15,11,3,111,6,2,6,1,1,0,0,0,2,0,0,Bunila,Hunedoara,22.6627045,45.6918449,111,53.11,g5
505,364,207,77,5,1255,390,11,20,11,8,5,2,2,1,6,87,Buntești,Bihor,22.4923515,46.61250689999999,1255,51.2,g5
506,441,78,58,8,404,34,5,62,2,3,6,0,2,4,2,0,Burila Mare,Mehedinți,22.5568924,44.451004,441,39.77,g1
507,175,68,48,5,108,21,3,14,0,1,0,2,0,3,3,13,Burjuc,Hunedoara,22.4893475,45.968746200000005,175,37.72,g1
508,164,23,17,3,330,17,5,8,1,3,0,0,0,2,2,14,Burla,Suceava,25.931160000000002,47.7848396,330,56.03,g5
509,999,1529,431,62,1638,269,31,574,35,26,50,32,21,115,110,79,Bușteni,Prahova,25.528244,45.41541289999999,1638,27.3,g5
510,361,55,46,11,203,385,66,30,6,5,39,2,1,3,1,2,Bustuchin,Gorj,23.7162342,44.9728699,385,31.66,g6
511,245,147,34,12,326,55,4,42,4,3,9,11,3,15,7,5,Butea,Iași,26.9549179,47.082653,326,35.36,g5
512,249,95,41,10,812,281,1,91,5,4,1,2,0,0,11,30,Buteni,Arad,22.082283,46.325244899999994,812,49.72,g5
513,233,95,72,2,318,21,5,57,3,2,5,3,2,3,11,5,Butimanu,Dâmbovița,25.878265399999997,44.6805801,318,37.99,g5
514,645,76,38,13,211,481,1,45,9,9,2,3,0,4,5,1,Butoiești,Mehedinți,23.3759079,44.5651436,645,41.8,g1
515,787,141,188,19,418,211,13,97,7,5,7,5,4,8,14,16,Buturugeni,Giurgiu,25.8198662,44.3464851,787,40.57,g1
516,48,27,3,243,155,10,3,3,2,1,1,0,1,0,2,2,Buza,Cluj,24.1651268,46.908496899999996,243,48.5,g4
517,11755,12262,5960,225,9393,2894,432,3535,266,174,362,346,133,842,1890,431,Buzău,Buzău,26.817117699999997,45.138610799999995,12262,24.09,g2
518,425,69,28,7,984,20,6,70,4,4,9,4,1,1,5,4,Buzescu,Teleorman,25.2081261,43.975536299999995,984,59.96,g5
519,592,487,194,63,1273,137,13,160,20,6,20,18,1,20,23,58,Buziaș,Timiș,21.5986004,45.63153079999999,1273,41.26,g5
520,630,144,215,11,456,52,14,208,15,7,16,5,1,6,20,5,Buzoești,Argeș,24.9130249,44.59375,630,34.9,g1
521,506,101,109,6,365,96,12,58,5,2,7,4,5,12,8,5,C.A. Rosetti,Buzău,27.157407799999998,45.0465851,506,38.89,g1
522,56,73,22,1,68,8,4,27,2,0,3,1,1,1,4,1,C.A. Rosetti,Tulcea,29.561042800000003,45.2971001,73,26.84,g2
523,177,116,38,7,286,9,6,23,3,0,4,2,0,0,3,41,Căbești,Bihor,22.489357000000002,46.7963676,286,40.0,g5
524,272,151,101,9,626,36,5,54,9,7,12,7,4,19,16,16,Cacica,Suceava,25.8677387,47.651512100000005,626,46.58,g5
525,70,74,13,165,550,38,3,14,1,0,1,1,0,2,0,3,Căianu,Cluj,23.9163227,46.8152008,550,58.82,g5
526,1125,60,15,4,345,38,2,37,3,5,2,10,3,3,2,25,Căianu Mic,Bistrița-Năsăud,24.132162100000002,47.2473717,1125,67.0,g1
527,696,139,158,27,467,113,18,63,23,8,8,12,6,25,21,3,Căiuți,Bacău,26.886850399999997,46.147998799999996,696,38.95,g1
528,337,157,74,17,817,51,3,116,3,7,9,4,4,10,15,23,Cajvana,Suceava,25.9888,47.7121277,817,49.61,g5
529,2465,881,342,28,1421,257,15,284,18,11,19,29,3,54,58,35,Calafat,Dolj,22.9701595,43.981529200000004,2465,41.64,g1
530,338,81,45,2,318,15,8,44,6,3,2,4,0,3,3,85,Calafindești,Suceava,26.1009979,47.860054,338,35.32,g1
531,1016,838,331,110,1581,163,26,238,26,12,27,22,11,79,48,127,Călan,Hunedoara,23.011694,45.7426414,1581,33.96,g5
532,212,71,49,9,617,37,8,16,11,2,5,3,4,5,9,3,Călărași,Botoșani,27.266889600000003,47.611354799999994,617,58.15,g5
533,6616,5363,2257,139,7203,718,184,1700,184,104,180,181,87,414,349,191,Călărași,Călărași,27.332870500000002,44.203605700000004,7203,27.84,g5
534,108,117,21,196,369,9,5,45,5,3,2,1,2,9,5,26,Călărași,Cluj,23.8540993,46.4880219,369,39.98,g5
535,1271,146,63,13,759,48,5,18,4,5,1,0,2,5,6,3,Călărași,Dolj,24.0275497,43.7879601,1271,54.11,g1
536,178,105,35,107,432,90,11,65,1,3,2,5,0,3,6,17,Călățele,Cluj,23.0219765,46.743919399999996,432,40.75,g5
537,297,52,34,5,245,80,7,36,5,0,1,0,1,4,2,0,Căldăraru,Argeș,24.9365387,44.4584465,297,38.62,g1
538,1044,728,290,29,1308,221,27,258,28,6,26,22,8,41,54,56,Călimănești,Vâlcea,24.3061543,45.2644157,1308,31.55,g5
539,1040,560,361,27,919,515,27,347,30,18,23,13,6,36,40,54,Călinești,Argeș,25.019144100000002,44.8792076,1040,25.9,g1
540,156,88,49,7,361,40,7,268,4,2,2,6,2,6,0,5,Călinești,Maramureș,24.0088844,47.7682762,361,35.99,g5
541,223,77,31,4,600,46,4,40,3,3,2,1,0,2,6,13,Călinești-Oaș,Satu Mare,23.2712517,47.910778,600,56.87,g5
542,1040,57,38,8,216,21,3,52,6,3,3,7,2,3,6,7,Călinești,Teleorman,25.218124399999997,44.1097069,1040,70.65,g1
543,587,54,15,4,160,10,1,37,5,0,0,3,1,4,8,0,Călmățuiu de Sus,Teleorman,24.826602899999997,44.0566864,587,66.03,g1
544,838,22,17,1,289,2,4,12,3,0,1,0,0,2,1,1,Călmățuiu,Teleorman,24.8502007,43.9578819,838,70.24,g1
545,774,50,39,7,205,20,7,17,6,5,2,2,0,1,0,0,Calopăr,Dolj,23.744842499999997,44.1646919,774,68.19,g1
546,970,263,147,15,693,257,11,132,17,10,6,6,4,23,21,13,Călugăreni,Giurgiu,26.039938,44.1849213,970,37.48,g1
547,90,55,24,4,84,7,4,35,4,4,2,3,2,5,1,0,Călugăreni,Prahova,26.3760071,45.0807953,90,27.78,g1
548,358,34,30,4,144,79,0,22,5,2,3,4,0,3,4,1,Călui,Olt,24.0548763,44.4552422,358,51.66,g1
549,534,96,77,9,285,61,8,51,6,4,5,7,2,4,11,4,Calvini,Buzău,26.287624400000002,45.244518299999996,534,45.88,g1
550,233,76,40,24,334,19,8,20,8,2,6,2,0,5,3,1,Cămărașu,Cluj,24.1199455,46.79002379999999,334,42.77,g5
551,25,18,1,672,31,1,0,2,0,1,0,0,0,0,0,11,Camăr,Sălaj,22.6185722,47.2997398,672,88.19,g4
552,67,17,7,4,216,176,6,26,4,1,1,0,1,1,2,3,Cămărzana,Satu Mare,23.31007,48.0043907,216,40.6,g5
553,9,9,3,504,28,4,0,1,0,0,0,0,1,0,0,0,Cămin,Satu Mare,22.463951100000003,47.7286758,504,90.16,g4
554,253,27,22,2,58,24,3,15,2,2,4,0,0,0,5,3,Cănești,Buzău,26.6088772,45.397701299999994,253,60.24,g1
555,296,57,43,103,266,30,1,12,3,3,2,0,0,3,2,22,Căpîlna,Bihor,22.1235466,46.731540700000004,296,35.11,g1
556,3,6,2,809,4,0,0,3,1,0,0,0,0,0,0,0,Căpîlnița,Harghita,25.5085163,46.3906174,809,97.71,g4
557,8,14,4,1084,25,11,0,8,0,0,1,0,0,2,0,2,Căpleni,Satu Mare,22.5372181,47.728855100000004,1084,93.53,g4
558,410,65,44,8,194,28,7,32,4,2,4,7,0,5,1,1,Căpreni,Gorj,23.6040115,44.7383041,410,50.49,g1
559,125,75,28,4,369,254,6,13,3,3,0,2,1,14,13,0,Capu Câmpului,Suceava,25.943780899999997,47.5050583,369,40.55,g5
560,155,184,32,530,551,19,5,112,6,4,5,6,1,5,9,5,Căpușu Mare,Cluj,23.238353699999998,46.7787094,551,33.82,g5
561,3884,1957,1051,57,2820,413,65,571,58,27,78,86,18,115,146,77,Caracal,Olt,24.347198499999998,44.1097832,3884,34.0,g1
562,94,37,6,11,240,35,3,26,3,0,1,19,2,0,2,29,Cărand,Arad,22.0581112,46.449379,240,47.24,g5
563,2012,1401,1409,64,3637,271,77,502,37,14,52,25,15,62,133,296,Caransebeș,Caraș-Severin,22.2146111,45.4210396,3637,36.34,g5
564,213,69,45,8,416,12,5,53,5,3,3,1,1,0,1,0,Carașova,Caraș-Severin,21.9056816,45.183956099999996,416,49.82,g5
565,16,15,2,463,43,6,1,4,0,0,0,1,0,0,0,0,Carastelec,Sălaj,22.6822872,47.3074379,463,84.03,g4
566,640,55,20,7,151,146,1,19,9,3,2,2,0,3,3,0,Caraula,Dolj,23.265707,44.186195399999995,640,60.32,g1
567,335,23,18,9,66,26,14,25,1,0,0,0,0,1,1,11,Cărbunari,Caraș-Severin,21.7535839,44.8300667,335,63.21,g1
568,109,42,21,1,276,12,0,26,6,2,1,0,0,4,0,22,Cărbunești,Prahova,26.2098866,45.2282333,276,52.87,g5
569,226,69,25,5,162,211,4,6,10,6,4,5,2,6,5,3,Carcaliu,Tulcea,28.148080800000002,45.187213899999996,226,30.17,g1
570,942,959,318,4209,1242,233,21,181,19,18,24,31,8,40,56,53,Carei,Satu Mare,22.4802322,47.66801829999999,4209,50.38,g4
571,865,21,17,0,139,38,0,17,2,4,2,0,1,0,0,4,Carpen,Dolj,23.2483177,44.333225299999995,865,77.93,g1
572,453,87,45,8,234,43,4,18,4,4,1,5,1,4,5,7,Cărpinet,Bihor,22.466129300000002,46.4273109,453,49.08,g1
573,218,271,70,27,628,23,3,111,11,3,7,12,4,15,28,117,Cărpiniș,Timiș,20.913929,45.8096695,628,40.57,g5
574,139,70,48,2,287,44,7,23,1,0,5,1,0,3,3,1,Căscioarele,Călărași,26.4631596,44.1342773,287,45.27,g5
575,369,315,77,20,705,77,10,120,8,8,6,4,0,10,10,82,Cășeiu,Cluj,23.870159100000002,47.2129059,705,38.71,g5
576,159,88,51,12,277,35,7,60,4,2,3,4,2,4,3,8,Casimcea,Tulcea,28.3541603,44.748458899999996,277,38.53,g5
577,291,197,60,15,400,101,6,58,8,6,7,8,3,12,19,3,Cașin,Bacău,26.728593800000002,46.1869965,400,33.5,g5
578,264,166,67,21,350,35,7,561,9,2,12,7,1,17,19,10,Castelu,Constanța,28.382474900000002,44.2850075,561,36.24,g8
579,436,47,22,0,751,15,2,21,2,0,1,13,0,1,1,2,Castranova,Dolj,24.0199547,44.1237907,751,57.15,g5
580,145,39,25,150,619,6,3,9,6,1,3,2,3,3,7,1,Cața,Brașov,25.312192899999996,46.136283899999995,619,60.57,g5
581,33,12,4,957,21,3,0,1,0,0,3,6,2,2,2,1,Catalina,Covasna,26.152770999999998,45.9542084,957,91.4,g4
582,429,22,5,2,126,45,0,48,3,1,0,0,0,1,0,0,Catane,Dolj,23.4177513,43.9088364,429,62.9,g1
583,377,243,113,13,440,232,16,158,6,7,12,4,1,14,20,19,Căteasca,Argeș,25.042820000000003,44.753921500000004,440,26.27,g5
584,398,74,34,7,398,27,1,33,9,3,2,0,4,5,3,1,Cătina,Buzău,26.249670000000002,45.300312,398,39.84,g1
585,101,62,35,62,360,7,7,13,1,1,3,1,4,2,2,5,Cătina,Cluj,24.1673832,46.8546219,360,54.05,g5
586,356,104,71,13,221,48,7,48,4,6,5,43,0,9,7,16,Cătunele,Gorj,22.9355412,44.840435,356,37.16,g1
587,146,57,47,247,114,92,2,21,2,7,2,14,2,5,9,6,Căuaș,Satu Mare,22.551199,47.58591079999999,247,31.95,g4
588,577,52,47,9,347,32,3,25,11,1,3,7,4,2,2,1,Cavadinești,Galați,28.036329300000002,46.0672188,577,51.38,g1
589,333,291,90,81,466,67,8,91,8,7,12,9,6,25,32,28,Cavnic,Maramureș,23.861940399999998,47.6599388,466,29.99,g5
590,289,151,60,5,265,95,7,79,7,5,4,7,2,10,11,6,Căzănești,Ialomița,27.0372028,44.6469955,289,28.81,g1
591,438,34,107,4,328,122,4,63,4,4,2,2,0,0,2,6,Căzănești,Mehedinți,22.9084091,44.7029495,438,39.11,g1
592,246,225,284,4,363,25,15,94,5,3,11,6,0,11,42,15,Cazasu,Brăila,27.878547700000002,45.2691536,363,26.91,g5
593,266,165,48,6,406,36,8,50,5,3,9,1,5,28,22,9,Ceahlău,Neamț,25.9482517,47.01122279999999,406,38.05,g5
594,119,64,53,7,249,91,4,79,8,2,10,5,4,6,3,1,Ceamurlia de Jos,Tulcea,28.770689,44.7306557,249,35.32,g5
595,369,151,44,16,594,53,6,79,6,5,5,5,3,7,4,53,Ceanu Mare,Cluj,23.9563408,46.651607500000004,594,42.43,g5
596,73,34,30,5,80,13,1,18,4,2,4,2,1,0,0,0,Ceatalchioi,Tulcea,28.818382300000003,45.274772600000006,80,29.96,g5
597,276,57,36,18,554,15,0,20,0,3,2,2,1,2,1,22,Cefa,Bihor,21.6921158,46.9025574,554,54.91,g5
598,189,25,29,192,172,9,4,42,1,1,0,3,0,0,1,0,Cehal,Satu Mare,22.599435800000002,47.3942299,192,28.74,g4
599,462,734,72,1144,607,56,5,36,7,7,5,15,1,6,4,12,Cehu Silvaniei,Sălaj,23.172803899999998,47.4103928,1144,36.05,g4
600,405,191,45,6,579,42,7,35,8,6,3,3,2,5,3,122,Ceica,Bihor,22.1916008,46.8749886,579,39.6,g5
601,779,94,69,7,556,117,3,28,6,3,3,3,1,8,10,4,Celaru,Dolj,24.126102399999997,44.046798700000004,779,46.07,g1
602,32,13,2,2,301,5,1,4,1,0,0,1,1,0,1,1,Cenade,Alba,23.998085,46.0553436,301,82.47,g5
603,143,286,51,68,408,33,3,57,12,2,11,36,1,7,11,8,Cenad,Timiș,20.5428028,46.131820700000006,408,35.88,g5
604,159,199,44,35,464,70,8,45,5,4,12,14,4,14,8,18,Cenei,Timiș,20.9123096,45.728141799999996,464,42.07,g5
605,328,85,69,9,303,19,6,24,4,0,4,3,1,1,2,0,Cepari,Argeș,24.527597399999998,45.211853000000005,328,38.23,g1
606,367,128,47,13,487,21,8,38,4,4,5,10,2,11,11,2,Ceplenița,Iași,26.9819489,47.3860588,487,42.06,g5
607,441,226,123,22,618,96,12,75,13,5,15,6,4,15,21,27,Ceptura,Prahova,26.3278503,45.0206604,618,35.95,g5
608,510,271,101,29,569,94,15,129,17,16,10,22,5,14,14,9,Cerașu,Prahova,26.0481682,45.4004326,569,31.18,g5
609,813,34,29,9,181,39,4,14,0,2,1,0,1,0,1,0,Cerăt,Dolj,23.6659679,44.065403,813,72.07,g1
610,284,21,16,3,57,16,5,9,1,2,0,0,1,1,1,5,Cerbăl,Hunedoara,22.699802399999996,45.78442379999999,284,67.3,g1
611,191,32,8,2,349,31,0,14,2,3,2,0,1,4,3,2,Cerchezu,Constanța,28.103569,43.8433762,349,54.19,g5
612,88,26,19,3,610,31,2,9,3,2,0,3,0,2,2,9,Cergău,Alba,23.9402752,46.090515100000005,610,75.4,g5
613,151,99,31,19,336,31,5,42,3,5,4,3,1,3,6,29,Cermei,Arad,21.8455296,46.5449715,336,43.75,g5
614,11,8,10,1406,26,5,0,2,2,0,0,6,2,2,0,3,Cernat,Covasna,26.004343,45.979186999999996,1406,94.81,g4
615,554,223,116,8,349,57,4,102,13,5,7,11,1,17,31,6,Cernătești,Buzău,26.7682304,45.294582399999996,554,36.84,g1
616,566,39,17,8,238,14,2,18,3,6,2,0,0,2,8,4,Cernătești,Dolj,23.453023899999998,44.4469986,566,61.06,g1
617,455,136,98,23,324,28,7,92,11,2,1,4,3,5,7,4,Cerna,Tulcea,28.294746399999998,45.0541458,455,37.92,g1
618,1244,1387,684,31,1914,214,43,572,33,30,69,47,20,119,122,66,Cernavodă,Constanța,28.0434799,44.3279305,1914,29.02,g5
619,388,305,90,12,315,72,12,119,6,2,6,5,1,6,6,41,Cernești,Maramureș,23.7640705,47.5137939,388,27.99,g1
620,956,619,156,36,2927,106,24,245,18,18,22,17,20,42,54,56,Cernica,Ilfov,26.289936100000002,44.376724200000005,2927,55.06,g5
621,509,67,64,12,392,61,7,67,10,4,5,1,1,1,5,4,Cernișoara,Vâlcea,24.0125675,45.0165749,509,42.07,g1
622,342,175,78,14,491,51,6,59,7,2,7,2,1,23,9,47,Certeju de Sus,Hunedoara,22.9989777,45.9715576,491,37.37,g5
623,195,28,59,1,350,44,4,40,4,2,4,3,1,7,4,3,Cerțești,Galați,27.616375,46.0115967,350,46.73,g5
624,229,51,17,8,460,41,6,102,6,6,5,3,1,4,2,22,Certeze,Satu Mare,23.531395,47.90625,460,47.77,g5
625,20,10,3,1,37,6,0,61,0,0,1,0,0,0,1,1,Ceru-Băcăinți,Alba,23.2752953,46.0070686,61,43.26,g8
626,573,42,23,4,238,42,3,14,5,4,6,1,1,3,11,6,Cervenia,Teleorman,25.5251293,43.8394585,573,58.71,g1
627,69,59,11,583,87,3,1,11,2,1,2,1,0,1,1,6,Cetariu,Bihor,22.0496483,47.1516953,583,69.57,g4
628,115,83,25,117,573,21,3,33,7,3,2,7,1,4,3,6,Cetatea de Baltă,Alba,24.1811199,46.2212486,573,57.13,g5
629,256,107,34,10,602,31,9,47,7,7,2,0,0,4,9,9,Cetate,Bistrița-Năsăud,24.661327399999998,47.1058388,602,53.09,g5
630,1709,156,60,17,286,41,1,52,8,3,8,5,4,12,4,14,Cetate,Dolj,23.056427,44.11602020000001,1709,71.81,g1
631,496,96,73,4,253,25,5,41,2,3,3,16,0,3,2,3,Cetățeni,Argeș,25.214511899999998,45.193569200000006,496,48.39,g1
632,272,280,111,1029,377,43,16,67,4,6,15,6,3,7,16,14,Ceuașu de Cîmpie,Mureș,24.4896698,46.6459694,1029,45.41,g4
633,413,55,40,1,151,39,3,6,4,2,3,4,1,4,5,0,Cezieni,Olt,24.2674675,44.1835594,413,56.5,g1
634,67,55,12,8,340,21,2,17,2,0,5,8,1,3,2,23,Checea,Timiș,20.838426600000002,45.7315941,340,60.07,g5
635,34,13,6,864,29,1,0,1,1,1,1,1,0,1,1,0,Cherechiu,Bihor,22.1271095,47.4073105,864,90.57,g4
636,150,174,36,76,383,21,16,43,7,2,8,5,1,9,7,16,Chețani,Mureș,24.0088081,46.490020799999996,383,40.15,g5
637,271,176,83,27,309,66,7,38,1,1,10,5,4,10,5,14,Chevereșu Mare,Timiș,21.4816589,45.667736100000006,309,30.09,g5
638,1330,6567,850,49,2282,1062,75,1086,43,19,91,103,42,180,255,152,Chiajna,Ilfov,25.9739552,44.4496689,6567,46.29,g2
639,8,10,2,501,4,1,0,1,1,0,1,0,0,0,1,0,Chibed,Mureș,24.972911800000002,46.53587720000001,501,94.53,g4
640,51,67,16,396,125,11,0,13,2,2,4,4,0,9,3,0,Chichiș,Covasna,25.808526999999998,45.7748718,396,56.33,g4
641,302,177,25,48,209,14,5,9,7,4,7,1,2,3,7,6,Chieșd,Sălaj,22.8858662,47.3810234,302,36.56,g1
642,168,42,56,9,266,20,9,24,6,2,2,0,1,5,6,5,Chiheru de Jos,Mureș,24.9261551,46.705459600000005,266,42.83,g5
643,157,106,48,9,154,17,5,65,4,2,4,3,1,6,7,9,Chilia Veche,Tulcea,29.3283424,45.345237700000006,157,26.3,g1
644,191,17,10,4,27,4,4,10,2,1,1,1,0,0,3,0,Chiliile,Buzău,26.588945399999997,45.4426537,191,69.45,g1
