object_id,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,name,county,Longitude,Latitude,pred_absolute,pred_percent,pred_party
0,821,845,221,17,861,107,17,246,16,9,36,57,10,45,63,17,1 Decembrie,Ilfov,26.0624485,44.2971268,861,25.41,g5
1,316,390,104,17,1115,49,7,192,14,5,18,23,7,19,22,11,23 August,Constanța,28.554880100000002,43.924442299999995,1115,48.29,g5
2,168,116,46,54,778,65,7,27,2,2,7,3,0,2,11,28,Abram,Bihor,22.3905869,47.309265100000005,778,59.12,g5
3,102,65,20,677,173,11,1,8,2,0,3,0,1,2,4,29,Abrămuț,Bihor,22.2624187,47.3404884,677,61.66,g4
4,744,231,105,22,607,122,26,83,16,9,13,18,3,18,29,42,Abrud,Alba,23.0635643,46.2746429,744,35.63,g1
5,41,35,14,1967,50,9,4,8,0,0,4,4,2,1,1,5,Acățari,Mureș,24.652639399999998,46.450832399999996,1967,91.7,g4
6,129,40,12,341,257,49,3,5,3,3,0,0,0,3,3,5,Acîș,Satu Mare,22.7539139,47.5240822,341,39.98,g4
7,242,99,43,4,421,4,4,82,7,2,6,15,1,5,1,3,Adamclisi,Constanța,27.955987899999997,44.121376,421,44.83,g5
8,244,183,56,522,467,19,13,34,8,9,13,12,4,5,11,40,Adămuș,Mureș,24.2126503,46.3059044,522,31.83,g4
9,246,12,82,1,111,13,24,10,1,4,5,1,3,2,5,1,Adășeni,Botoșani,26.9403,48.068397499999996,246,47.22,g1
10,252,91,92,5,345,36,7,44,1,2,2,7,0,7,15,1,Adâncata,Ialomița,26.4885597,44.7508125,345,38.04,g5
11,299,151,69,9,889,31,8,79,4,4,3,13,6,25,14,8,Adâncata,Suceava,26.2999935,47.7380142,889,55.15,g5
12,1686,1029,505,39,2027,206,40,355,31,22,36,44,15,94,186,51,Adjud,Vrancea,27.1893158,46.115295399999994,2027,31.84,g5
13,1024,496,131,30,586,342,9,142,14,8,10,12,12,30,19,10,Adunații-Copăceni,Giurgiu,26.049066500000002,44.2455139,1024,35.62,g1
14,223,90,107,6,256,28,8,68,7,2,3,3,2,3,0,2,Adunați,Prahova,25.589571,45.1840973,256,31.68,g5
15,308,49,41,7,414,76,4,53,5,5,2,1,0,3,1,6,Afumați,Dolj,23.444978699999997,43.9958572,414,42.46,g5
16,526,649,177,14,2237,70,14,205,16,6,15,17,11,36,47,13,Afumați,Ilfov,26.2654343,44.539154100000005,2237,55.19,g5
17,570,252,118,11,420,57,19,81,21,14,22,10,6,17,32,9,Agapia,Neamț,26.2604809,47.1605644,570,34.36,g1
18,614,197,107,51,514,162,25,85,16,8,13,6,5,20,25,18,Agăș,Bacău,26.190862699999997,46.4542618,614,32.9,g1
19,264,373,64,863,921,64,8,58,14,3,12,6,2,11,12,30,Aghireșu,Cluj,23.258802399999997,46.8692436,921,34.05,g5
20,633,1128,408,29,1006,126,26,449,29,6,32,26,19,68,82,97,Agigea,Constanța,28.590267200000003,44.09061810000001,1128,27.09,g2
21,460,570,114,53,2088,70,29,158,19,10,21,27,9,32,23,29,Agnita,Sibiu,24.6248665,45.9980965,2088,56.25,g5
22,127,98,17,4,182,13,1,23,3,3,1,1,0,0,2,12,Agrij,Sălaj,23.104045899999996,47.0599098,182,37.37,g5
23,36,19,14,386,94,11,3,14,2,1,0,1,1,0,3,2,Agriș,Satu Mare,23.011980100000002,47.87957,386,65.76,g4
24,16,23,1,445,31,8,0,7,0,0,1,1,1,0,1,1,Aita Mare,Covasna,25.6339455,45.975246399999996,445,83.02,g4
25,97,93,12,32,320,16,1,22,2,1,3,1,1,2,3,3,Aiton,Cluj,23.7382565,46.6781845,320,52.55,g5
26,2200,1873,587,1171,3668,235,58,349,35,34,40,24,16,63,103,145,Aiud,Alba,23.692215,46.3077469,3668,34.6,g5
27,124,80,37,3,536,8,8,33,2,1,0,2,3,2,9,1,Albac,Alba,22.952652,46.452880900000004,536,63.13,g5
28,4860,8380,1881,414,13886,927,212,1470,84,106,145,120,39,324,524,930,Alba Iulia,Alba,23.556312600000002,46.0653954,13886,40.48,g5
29,279,35,416,13,132,18,26,25,6,1,5,40,1,1,8,0,Albeni,Gorj,23.607006100000003,45.017437,416,41.35,g3
30,452,87,95,16,677,43,17,17,9,4,4,2,2,20,7,22,Albești,Botoșani,27.089590100000002,47.689708700000004,677,45.93,g5
31,171,122,65,16,762,21,9,84,11,3,14,17,1,9,11,11,Albești,Constanța,28.401556,43.8151398,762,57.42,g5
32,264,22,35,10,124,13,2,36,1,0,3,0,2,8,3,0,Albești,Ialomița,27.110403100000003,44.526939399999996,264,50.48,g1
33,573,388,186,20,718,103,27,131,9,4,15,12,3,17,26,6,Albeștii de Argeș,Argeș,24.6800117,45.2290764,718,32.08,g5
34,163,65,29,1,221,26,2,93,1,2,1,2,3,2,3,26,Albeștii de Muscel,Argeș,24.960145999999998,45.369251299999995,221,34.53,g5
35,362,337,86,288,771,95,9,80,9,7,16,8,4,17,15,10,Albești,Mureș,24.8529205,46.231662799999995,771,36.47,g5
36,416,406,133,15,774,361,2,106,12,8,7,17,8,37,12,15,Albești-Paleologu,Prahova,26.2375107,44.9269371,774,33.23,g5
37,304,138,55,10,251,13,6,35,13,6,7,1,3,13,6,30,Albești,Vaslui,27.8627415,46.5131912,304,34.12,g1
38,815,286,173,28,452,38,8,86,13,13,11,8,4,20,19,3,Albota,Argeș,24.8288803,44.7790718,815,41.22,g1
39,619,558,163,502,1932,103,11,130,9,5,8,4,1,20,27,378,Aleșd,Bihor,22.4170418,47.09550479999999,1932,43.22,g5
40,6615,2976,1367,58,3879,641,110,1166,66,44,93,112,37,182,188,237,Alexandria,Teleorman,25.362939800000003,43.975635499999996,6615,37.22,g1
41,638,532,191,20,756,116,26,237,20,17,22,10,24,54,29,26,Alexandru cel Bun,Neamț,26.2724533,46.9184189,756,27.81,g5
42,468,58,46,4,330,42,8,20,8,5,4,9,2,8,3,1,Alexandru I. Cuza,Iași,26.865007399999996,47.1390343,468,46.06,g1
43,267,80,38,4,563,20,7,47,4,4,4,1,0,6,6,2,Alexandru Odobescu,Călărași,27.100174,44.293960600000005,563,53.47,g5
44,105,33,8,4,236,14,4,20,2,1,1,2,1,1,2,0,Alexandru Vlahuță,Vaslui,27.626966499999998,46.4502029,236,54.38,g5
45,219,87,184,4,218,14,8,30,3,5,4,6,4,3,9,1,Alexeni,Ialomița,26.7330208,44.701026899999995,219,27.41,g1
46,143,45,13,6,536,3,2,49,0,1,0,5,2,2,2,2,Aliman,Constanța,27.848445899999998,44.1838341,536,66.09,g5
47,181,48,71,5,268,76,8,140,2,2,8,2,1,1,2,1,Alimpești,Gorj,23.7932758,45.1033096,268,32.84,g5
48,457,116,21,10,389,24,2,29,3,1,2,6,3,3,3,2,Almăj,Dolj,23.7061424,44.4364243,457,42.67,g1
49,204,98,33,6,368,156,10,65,4,3,3,4,2,8,10,92,Almaș,Arad,22.2254238,46.265274,368,34.52,g5
50,139,77,40,76,533,79,4,32,9,2,3,3,0,2,4,0,Alma,Sibiu,24.4673157,46.22954179999999,533,53.14,g5
51,81,42,24,7,251,35,9,58,3,2,1,0,0,0,1,13,Almașu Mare,Alba,23.1446857,46.082199100000004,251,47.63,g5
52,112,118,30,370,336,39,10,30,3,0,1,0,0,2,4,16,Almașu,Sălaj,23.0465908,46.967983200000006,370,34.55,g4
53,313,77,19,14,260,12,3,11,5,2,4,2,0,0,1,2,Alțina,Sibiu,24.4758224,45.9320602,313,43.17,g1
54,70,47,15,6,231,19,10,21,3,1,2,0,2,2,3,14,Aluniș,Cluj,23.7459831,47.0516739,231,51.79,g5
55,57,32,20,1052,123,15,4,6,0,2,1,5,0,2,4,17,Aluniș,Mureș,24.861682899999998,46.890380900000004,1052,78.51,g4
56,634,259,112,12,348,68,10,85,15,8,13,6,2,14,13,8,Aluniș,Prahova,25.8595047,45.205234499999996,634,39.45,g1
57,513,113,19,8,461,170,3,28,8,1,3,9,0,8,3,2,Alunu,Vâlcea,23.808139800000003,45.008361799999996,513,38.03,g1
58,742,517,216,17,920,129,17,187,22,13,21,41,7,32,23,31,Amara,Ialomița,27.3108711,44.649025,920,31.35,g5
59,1265,108,33,11,878,20,8,68,8,7,0,3,2,5,7,3,Amărăștii de Jos,Dolj,24.198989899999997,43.9321175,1265,52.14,g1
60,750,45,25,2,169,28,0,14,7,0,1,3,0,0,0,0,Amărăștii de Sus,Dolj,24.1963158,43.9865761,750,71.84,g1
61,162,81,33,3,214,29,5,24,4,3,4,1,2,3,5,1,Amărăști,Vâlcea,24.148023600000002,44.7640686,214,37.28,g5
62,415,59,48,7,157,63,2,40,1,1,0,2,1,9,10,2,Amaru,Buzău,26.603431699999998,44.9308434,415,50.8,g1
63,174,111,44,15,281,62,3,75,7,3,4,1,2,14,17,3,Amzacea,Constanța,28.353465999999997,43.9481544,281,34.44,g5
64,195,51,39,1,347,16,5,32,7,0,2,3,2,5,4,4,Andrășești,Ialomița,27.1378174,44.585693400000004,347,48.67,g5
65,293,10,18,6,219,21,3,5,4,2,1,2,4,8,29,1,Andreiașu de Jos,Vrancea,26.805875800000003,45.7137146,293,46.81,g1
66,76,41,13,574,117,89,2,44,1,1,1,0,0,2,5,0,Andrid,Satu Mare,22.358367899999998,47.5310936,574,59.42,g4
67,292,89,51,15,357,75,13,36,2,0,6,17,8,14,9,1,Andrieșeni,Iași,27.3045635,47.520160700000005,357,36.24,g5
68,963,138,116,31,911,74,12,58,14,7,15,12,2,20,21,52,Anina,Caraș-Severin,21.869743300000003,45.0554276,963,39.37,g1
69,503,122,238,6,351,33,15,86,2,7,8,1,1,4,18,13,Aninoasa,Argeș,24.8930092,45.2388458,503,35.72,g1
70,1014,506,401,29,556,64,19,199,9,16,23,22,6,27,18,62,Aninoasa,Dâmbovița,25.452875100000004,44.9740639,1014,34.13,g1
71,552,233,94,8,270,51,11,64,10,3,7,21,3,3,5,5,Aninoasa,Gorj,23.4761753,44.7351875,552,41.19,g1
72,622,120,185,24,224,49,11,34,11,5,12,8,4,14,9,20,Aninoasa,Hunedoara,23.3392715,45.3751221,622,46.01,g1
73,693,2102,228,172,2848,138,15,337,16,14,33,23,9,60,59,231,Apahida,Cluj,23.739687,46.7968445,2848,40.81,g5
74,162,102,40,116,392,96,2,30,5,1,1,3,4,2,2,5,Apa,Satu Mare,23.1956921,47.765548700000004,392,40.71,g5
75,74,32,13,358,366,19,1,6,2,0,0,6,1,3,1,6,Apața,Brașov,25.4963245,45.9502182,366,41.22,g5
76,271,94,36,7,516,111,6,44,7,2,1,2,2,4,8,31,Apateu,Arad,21.8135605,46.6331062,516,45.18,g5
77,288,34,12,2,634,15,3,23,6,5,0,2,1,5,1,0,Apele Vii,Dolj,24.0612049,44.0811195,634,61.49,g5
78,144,71,22,8,229,123,2,39,2,2,2,4,0,3,3,2,Apold,Mureș,24.853502300000002,46.1378555,229,34.91,g5
79,104,75,16,1,361,14,1,18,2,0,2,1,3,1,6,0,Apoldu de Jos,Sibiu,23.858417499999998,45.9030495,361,59.67,g5
80,144,85,36,12,488,58,0,29,2,2,7,5,3,3,7,4,Apostolache,Prahova,26.268596600000002,45.1273804,488,55.14,g5
81,10626,19518,3608,4254,22112,2626,330,3566,262,146,462,291,138,615,636,3939,Arad,Arad,21.2799129,46.174942,22112,30.24,g5
82,617,166,90,14,846,66,13,104,16,3,8,5,2,24,20,41,Arbore,Suceava,25.9064751,47.73632429999999,846,41.57,g5
83,195,65,123,2,209,17,7,46,0,2,5,4,0,0,0,2,Arcani,Gorj,23.1348438,45.0728073,209,30.87,g5
84,167,66,14,4,312,207,3,18,1,0,0,0,0,0,2,44,Archiș,Arad,22.1240444,46.4907074,312,37.23,g5
85,9,24,1,652,11,0,0,3,0,0,0,0,0,1,0,1,Arcuș,Covasna,25.7555904,45.9012794,652,92.88,g4
86,308,103,32,3,499,33,5,26,2,3,2,1,4,6,13,1,Ardeoani,Bacău,26.6098061,46.527256,499,47.93,g5
87,254,227,83,380,857,42,13,53,10,4,9,16,4,5,5,60,Ardud,Satu Mare,22.8754787,47.6457214,857,42.38,g5
88,188,151,55,11,253,21,5,92,7,1,3,3,2,2,7,18,Ardusat,Maramureș,23.3790512,47.637302399999996,253,30.89,g5
89,238,188,95,9,271,42,3,67,5,2,10,5,1,6,6,1,Arefu,Argeș,24.6361122,45.460887899999996,271,28.56,g5
90,693,105,109,4,522,112,3,36,14,3,2,5,2,1,5,4,Argetoaia,Dolj,23.3766174,44.50965120000001,693,42.78,g1
91,946,927,223,34,1239,106,31,172,14,17,29,20,9,57,53,34,Ariceștii Rahtivani,Prahova,25.8693027,44.9490852,1239,31.68,g5
92,109,40,10,2,221,20,2,12,1,2,2,2,2,2,2,6,Ariceștii Zeletin,Prahova,26.156517,45.22550579999999,221,50.8,g5
93,368,81,26,6,394,22,4,42,3,3,0,13,2,0,7,3,Arieșeni,Alba,22.7396259,46.4966583,394,40.45,g5
94,233,60,22,40,137,11,0,67,1,0,4,7,3,1,0,19,Ariniș,Maramureș,23.216670999999998,47.49493029999999,233,38.51,g1
95,189,78,72,8,136,32,2,33,2,1,5,8,1,9,6,7,Armășești,Ialomița,26.5972767,44.780464200000004,189,32.09,g1
96,193,41,472,4,626,12,18,20,2,0,2,1,0,1,5,3,Armeniș,Caraș-Severin,22.418609600000003,45.2138214,626,44.71,g5
97,228,430,79,14,767,34,13,174,14,6,8,16,6,79,25,17,Aroneanu,Iași,27.6139469,47.2283745,767,40.16,g5
98,132,126,41,8,814,14,4,65,6,0,1,14,0,5,4,2,Arpașu de Jos,Sibiu,24.634779,45.7226295,814,65.86,g5
99,165,64,25,6,132,43,5,12,3,2,5,7,2,5,5,1,Arsura,Vaslui,28.046445799999997,46.797187799999996,165,34.23,g1
100,805,320,129,25,745,110,16,123,13,11,16,7,14,23,38,15,Asău,Bacău,26.371242499999997,46.523529100000005,805,33.4,g1
101,185,56,53,27,201,33,4,39,0,2,5,2,1,6,3,6,Așchileu,Cluj,23.4689617,46.9807587,201,32.26,g5
102,306,113,39,15,942,34,0,38,7,1,0,2,0,2,4,74,Aștileu,Bihor,22.383028,46.992878000000005,942,59.73,g5
103,217,46,34,6,143,14,3,55,2,0,2,7,1,0,3,11,Asuaju de Sus,Maramureș,23.167244,47.569664,217,39.89,g1
104,53,61,20,4,251,53,4,14,2,1,2,1,0,0,1,20,Ațel,Sibiu,24.479385399999998,46.1568794,251,51.54,g5
105,22,12,13,733,9,4,3,3,1,3,0,1,0,3,2,0,Atid,Harghita,25.0419064,46.4603691,733,90.61,g4
106,79,32,31,124,222,17,1,29,1,4,3,1,0,2,1,16,Ațintiș,Mureș,24.0738335,46.4178467,222,39.43,g5
107,76,19,36,5,243,72,2,9,2,4,3,5,0,0,5,3,Augustin,Brașov,25.528419500000002,46.035675,243,50.21,g5
108,232,95,61,24,646,25,1,27,2,0,3,3,0,2,5,69,Aușeu,Bihor,22.5117626,47.0610924,646,54.06,g5
109,620,56,50,13,398,25,11,26,6,11,5,1,1,7,5,9,Avrămeni,Botoșani,26.9565601,48.018444099999996,620,49.84,g1
110,16,2,5,779,10,3,6,1,0,1,0,3,2,3,0,1,Avrămești,Harghita,25.0145111,46.3513145,779,93.63,g4
111,99,32,10,1,338,24,5,29,3,3,2,10,0,4,8,10,Avram Iancu,Alba,22.7763882,46.3783531,338,58.48,g5
112,303,80,24,72,515,23,1,17,6,2,8,4,0,2,3,29,Avram Iancu,Bihor,21.5291939,46.6707726,515,47.29,g5
113,612,1089,178,53,3701,99,19,429,28,22,33,12,18,46,56,70,Avrig,Sibiu,24.3929176,45.7239227,3701,57.25,g5
114,196,173,41,15,871,67,1,49,6,4,6,9,1,10,22,13,Axente Sever,Sibiu,24.198196399999997,46.083869899999996,871,58.69,g5
115,272,67,34,7,167,17,2,27,2,3,2,7,2,7,3,4,Axintele,Ialomița,26.7773113,44.584869399999995,272,43.66,g1
116,369,526,250,18,628,77,7,199,16,5,25,9,18,43,33,38,Azuga,Prahova,25.6272488,45.4517441,628,27.78,g5
117,291,198,179,18,548,45,11,67,8,10,7,26,3,12,13,15,Baba Ana,Prahova,26.492918,44.9696426,548,37.77,g5
118,928,308,219,22,1125,132,14,164,13,7,18,8,0,22,29,19,Babadag,Tulcea,28.720750800000005,44.8875465,1125,37.15,g5
119,622,32,22,3,151,49,3,20,2,0,4,6,1,4,7,1,Băbăița,Teleorman,25.4188652,44.1282005,622,67.1,g1
120,530,165,106,21,360,48,9,70,10,6,13,1,1,13,7,12,Băbana,Argeș,24.7104187,44.8819618,530,38.63,g1
121,209,136,52,9,311,22,7,12,4,4,1,9,1,2,2,18,Băbeni,Sălaj,23.393169399999998,47.3062782,311,38.92,g5
122,1081,329,188,18,1165,101,11,135,26,9,13,6,5,25,23,17,Băbeni,Vâlcea,24.2341022,44.9624214,1165,36.96,g5
123,827,84,34,8,161,35,3,29,9,5,2,5,0,5,0,6,Băbiciu,Olt,24.5406151,44.019920299999995,827,68.18,g1
124,198,107,16,12,399,46,8,72,8,1,4,4,2,4,7,27,Băcani,Vaslui,27.6780396,46.3326836,399,43.61,g5
125,13819,21933,5331,395,15718,3166,518,5149,374,233,740,599,214,1568,1449,736,Bacău,Bacău,26.9097633,46.5665932,21933,30.49,g2
126,413,55,44,11,306,13,10,36,11,12,6,3,5,11,6,23,Băcești,Vaslui,27.2418652,46.8217735,413,42.8,g1
127,371,153,136,46,195,30,12,15,4,0,6,5,1,12,7,10,Băcia,Hunedoara,23.0231419,45.806625399999994,371,36.99,g1
128,445,1850,184,1183,1733,95,16,221,12,10,15,21,11,30,42,197,Baciu,Cluj,23.4854965,46.8206367,1850,30.5,g2
129,111,60,9,219,283,9,4,17,2,1,2,4,1,5,2,26,Băgaciu,Mureș,24.3580437,46.2722778,283,37.48,g5
130,415,55,29,7,434,15,4,36,9,12,4,4,3,7,4,3,Bahna,Neamț,26.7952442,46.768459299999996,434,41.69,g5
131,112,105,24,284,417,15,11,13,3,4,4,3,0,3,5,39,Bahnea,Mureș,24.4855328,46.314746899999996,417,40.02,g5
132,968,236,161,24,440,248,7,87,13,11,7,6,1,11,10,76,Baia de Aramă,Mehedinți,22.791584,45.013923600000005,968,41.98,g1
133,342,228,231,16,488,56,31,60,5,7,9,10,4,7,9,10,Baia de Arieș,Alba,23.2955704,46.3816872,488,32.25,g5
134,505,126,86,21,325,34,10,104,7,3,10,2,6,5,10,18,Baia de Criș,Hunedoara,22.7024956,46.1595879,505,39.7,g1
135,439,256,320,7,336,67,17,131,5,6,11,9,0,7,6,0,Baia de Fier,Gorj,23.744920699999998,45.2484665,439,27.15,g1
136,7935,18928,3477,3913,12148,1498,369,4557,196,150,317,390,119,540,478,1277,Baia Mare,Maramureș,23.6088543,47.7397652,18928,33.62,g2
137,986,1516,280,538,1774,103,26,487,20,20,42,88,12,48,40,105,Baia Sprie,Maramureș,23.7099648,47.677124,1774,29.15,g5
138,978,179,101,19,450,39,8,60,8,14,15,4,9,17,25,6,Baia,Suceava,26.220647800000002,47.4210052,978,50.62,g1
139,393,150,496,12,403,64,33,98,9,3,7,2,5,15,11,4,Baia,Tulcea,28.6456108,44.7479706,496,29.09,g3
140,1637,1991,503,56,1597,2071,57,645,77,37,74,40,26,110,107,99,Băicoi,Prahova,25.876737600000002,45.0343895,2071,22.69,g6
141,698,318,509,14,604,58,30,113,17,2,17,30,9,15,25,12,Băiculești,Argeș,24.662794100000003,45.0634956,698,28.25,g1
142,375,216,89,13,534,70,8,81,4,4,8,7,2,18,10,6,Băile Govora,Vâlcea,24.1883926,45.0815697,534,36.96,g5
143,748,461,244,22,713,138,19,194,13,5,9,12,3,32,43,48,Băile Herculane,Caraș-Severin,22.4522266,44.8883476,748,27.66,g1
144,896,357,181,11,620,114,8,120,9,6,19,11,2,25,26,15,Băile Olănești,Vâlcea,24.1710854,45.2427711,896,37.02,g1
145,1657,721,209,30,1274,583,17,208,21,9,9,29,2,17,23,22,Băilești,Dolj,23.315464000000002,44.0083885,1657,34.3,g1
146,32,109,36,499,42,8,2,23,1,1,3,6,0,7,5,5,Băile Tușnad,Harghita,25.8692856,46.1553535,499,64.06,g4
147,138,267,59,6,485,29,11,48,3,4,3,0,2,14,11,33,Băișoara,Cluj,23.3798676,46.5927162,485,43.58,g5
148,335,102,51,5,198,11,3,57,2,0,1,6,2,0,1,11,Băița de sub Codru,Maramureș,23.1337204,47.537372600000005,335,42.68,g1
149,682,176,124,29,366,52,12,66,10,6,7,6,1,11,14,9,Băița,Hunedoara,22.9064751,46.0330696,682,43.41,g1
150,176,129,33,84,187,44,10,44,3,2,3,2,0,4,2,6,Băiuț,Maramureș,23.9963417,47.6220512,187,25.65,g5
151,360,59,50,3,208,31,9,31,4,2,10,3,1,3,3,4,Bălăbănești,Galați,27.741178499999997,46.0855713,360,46.09,g1
152,161,41,35,3,110,16,5,27,3,3,0,1,1,3,2,5,Bălăceana,Suceava,26.0461349,47.6450233,161,38.7,g1
153,241,41,30,1,224,13,0,19,1,1,1,3,4,5,1,0,Bălăceanu,Buzău,27.134569199999998,45.2473412,241,41.2,g1
154,590,24,143,5,190,49,8,32,6,0,4,1,1,5,1,4,Bălăcița,Mehedinți,23.1346207,44.37782670000001,590,55.5,g1
155,568,37,33,3,101,24,0,66,3,2,1,2,1,4,7,1,Balaci,Teleorman,24.8954639,44.349342299999996,568,66.59,g1
156,204,67,28,5,183,13,4,26,6,0,5,1,1,5,8,4,Balaciu,Ialomița,26.868320500000003,44.5886765,204,36.43,g1
157,878,140,110,19,368,152,13,43,7,3,6,1,1,4,4,13,Bala,Mehedinți,22.809764899999998,44.900169399999996,878,49.83,g1
158,71,27,17,14,87,5,8,28,2,1,1,2,0,0,1,0,Băla,Mureș,24.4978485,46.71770479999999,87,32.95,g5
159,769,80,101,7,244,66,6,115,9,2,3,9,4,5,11,3,Bălănești,Gorj,23.4317188,45.082199100000004,769,53.63,g1
160,387,227,57,616,196,34,12,38,10,7,16,9,4,17,40,23,Bălan,Harghita,25.8088512,46.6548767,616,36.39,g4
161,459,307,81,22,564,26,9,46,5,8,3,10,4,4,13,118,Bălan,Sălaj,23.2974949,47.154979700000005,564,33.59,g5
162,500,52,38,4,141,36,5,61,2,7,4,3,0,6,6,4,Bălășești,Galați,27.6474457,46.098045299999995,500,57.54,g1
163,66,54,10,962,313,15,5,22,1,2,0,7,2,3,4,8,Bălăușeri,Mureș,24.6676655,46.3473129,962,65.26,g4
164,755,236,67,37,857,117,6,94,11,5,12,8,7,12,14,6,Balcani,Bacău,26.496097600000002,46.6432381,857,38.19,g5
165,206,51,35,5,357,56,9,52,2,3,7,22,1,4,9,40,Bălcăuți,Suceava,26.064777399999997,47.8996735,357,41.56,g5
166,233,89,52,234,409,100,12,12,7,1,6,6,3,2,7,13,Balc,Bihor,22.5256157,47.315803499999994,409,34.49,g5
167,510,142,98,14,515,76,5,76,6,3,6,10,0,7,5,10,Bălcești,Vâlcea,23.9374256,44.6158562,515,34.73,g5
168,408,50,16,3,162,9,1,35,3,1,2,4,1,1,1,1,Baldovinești,Olt,24.046577499999998,44.390937799999996,408,58.45,g1
169,689,347,427,21,600,105,27,80,16,6,13,25,5,23,22,78,Băleni,Dâmbovița,25.6553497,44.8139267,689,27.74,g1
170,242,61,42,6,212,43,4,24,4,4,2,5,1,3,11,1,Băleni,Galați,27.830677,45.7994728,242,36.39,g1
171,832,397,321,21,841,223,38,178,18,8,11,17,3,16,16,17,Bălești,Gorj,23.1757469,45.008606,841,28.44,g5
172,224,50,21,6,205,5,0,215,1,0,1,4,2,0,3,1,Bălești,Vrancea,27.2410088,45.4718628,224,30.35,g1
173,759,262,179,11,471,43,19,93,11,5,7,6,5,12,14,8,Bălilești,Argeș,24.9381657,45.072391499999995,759,39.84,g1
174,185,107,33,109,165,31,1,36,2,2,11,25,3,4,0,7,Balinț,Timiș,21.8674393,45.82515720000001,185,25.66,g1
175,1052,1590,287,25,1047,171,27,468,21,21,18,36,21,73,72,35,Balotești,Ilfov,26.087846799999998,44.622512799999996,1590,32.03,g2
176,127,56,26,7,156,28,10,12,1,3,4,1,1,4,2,3,Balșa,Hunedoara,23.0662708,46.0427666,156,35.37,g5
177,315,105,19,10,468,32,8,10,4,2,1,7,1,13,8,2,Balș,Iași,26.985384000000003,47.282554600000005,468,46.57,g5
178,2426,943,477,33,2001,299,32,444,38,20,35,20,10,47,43,37,Balș,Olt,24.099992800000003,44.3560333,2426,35.13,g1
179,470,55,50,11,484,31,7,36,5,5,3,0,4,8,5,8,Balta Albă,Buzău,27.3590469,45.2964668,484,40.95,g5
180,302,157,41,18,201,92,8,52,7,6,3,4,3,10,6,20,Balta Doamnei,Prahova,26.178304699999998,44.766704600000004,302,32.47,g1
181,282,27,111,3,155,72,1,99,7,2,0,1,1,2,2,0,Balta,Mehedinți,22.6074181,44.9154243,282,36.86,g1
182,500,156,96,15,490,47,18,108,6,4,8,7,2,21,9,7,Bălțătești,Neamț,26.3085327,47.1299019,500,33.47,g1
183,467,186,116,17,827,66,17,121,2,3,8,110,5,24,12,9,Bălțați,Iași,27.120098100000003,47.2276802,827,41.56,g5
184,325,51,24,8,190,74,3,12,5,0,3,0,0,6,2,0,Bălteni,Olt,24.5332088,44.46361160000001,325,46.23,g1
185,291,58,22,6,140,10,4,18,6,5,6,6,2,7,1,2,Bălteni,Vaslui,27.6331539,46.6767883,291,49.83,g1
186,215,177,69,14,770,53,2,62,4,5,1,2,2,13,21,6,Bălțești,Prahova,26.117443100000003,45.0864105,770,54.38,g5
187,517,96,169,14,597,67,20,29,15,8,20,6,4,8,22,5,Bălușeni,Botoșani,26.7891407,47.674907700000006,597,37.38,g5
188,424,416,43,18,687,83,12,55,17,11,6,4,6,11,12,10,Banca,Vaslui,27.812471399999996,46.3406258,687,37.85,g5
189,298,111,160,587,352,30,30,27,12,4,16,4,3,6,14,15,Band,Mureș,24.3488083,46.581337,587,35.17,g4
190,490,133,163,17,673,29,10,122,11,3,16,4,7,13,6,5,Băneasa,Constanța,27.7131729,44.056675,673,39.54,g5
191,472,47,23,5,158,125,4,32,2,5,7,0,1,1,6,4,Băneasa,Galați,27.9755554,45.9321098,472,52.91,g1
192,751,138,90,12,280,221,5,48,10,7,5,6,2,15,6,28,Băneasa,Giurgiu,26.076152800000003,44.054493,751,46.24,g1
193,729,546,234,10,675,107,16,230,9,8,23,15,6,22,27,22,Bănești,Prahova,25.7832069,45.087795299999996,729,27.21,g1
194,191,40,97,0,220,22,5,18,4,3,0,0,1,2,2,55,Bănia,Caraș-Severin,22.073486300000003,44.7962799,220,33.33,g5
195,145,339,60,6,256,24,6,20,6,9,1,1,1,2,4,60,Bănișor,Sălaj,22.8341713,47.1072464,339,36.06,g2
196,194,68,43,6,176,10,1,31,1,2,3,3,0,2,5,8,Bănița,Hunedoara,23.263862600000003,45.468708,194,35.08,g1
197,197,119,70,20,413,29,7,37,4,1,9,7,0,7,6,7,Banloc,Timiș,21.1336288,45.364936799999995,413,44.27,g5
198,187,87,47,13,230,26,8,38,4,2,2,3,3,10,5,3,Bărăganu,Constanța,28.3973541,44.0895348,230,34.43,g5
199,261,75,103,11,260,12,6,33,1,2,3,39,2,6,11,4,Bărăganul,Brăila,27.525209399999998,44.812732700000005,261,31.48,g1
200,35,62,21,2232,78,16,0,10,1,2,2,13,2,4,3,5,Baraolt,Covasna,25.586387600000002,46.0617294,2232,89.78,g4
201,594,53,83,1,212,43,6,77,11,1,6,2,1,5,1,0,Bărăști,Olt,24.6534367,44.707916299999994,594,54.2,g1
202,130,18,22,3,51,18,1,25,3,4,0,36,0,1,6,1,Bara,Timiș,21.8972549,45.904312100000006,130,40.75,g1
